Total Observations,Countries,Years Range,Overall Correlation,P-value,GDP Mean,GDP Median,Health Burden Mean,Health Burden Median
583,120,2000 - 2023,-0.033273894716712896,0.42260557477249966,6902.597648518393,3306.98159414141,8.598987993138936,7.61
