Variable,Coefficient,Std_Error,t_value,P_value,CI_2.5%,CI_97.5%
Intercept,-1.929287245033634,0.8021163432722905,-2.40524614816221,0.01616157590549832,-3.5014063892582903,-0.35716810080897776
OOP share,0.2087458942840337,0.012808001054428902,16.298085345007923,1.0183245326650996e-59,0.18364267350340202,0.23384911506466538
GGHE_D,0.2999647977405183,0.04516928102341207,6.640902643215442,3.117679253468046e-11,0.21143463372706214,0.38849496175397447
