Country Name,year,che,oop_share,gov_share,predicted_che,residuals
Australia,2009,2.33,19.05284309,15.88237,6.812067429131864,-4.482067429131864
Belgium,2009,11.45,21.65153122,14.38507843,6.905398143840384,4.544601856159615
Burkina Faso,2009,3.52,32.9610939,7.62939405,7.2397554207928385,-3.7197554207928385
Belarus,2009,3.53,30.91816902,6.73101664,6.543821641676835,-3.013821641676835
Botswana,2009,1.0,5.42353058,6.25206232,1.0782511053451858,-0.07825110534518576
Canada,2009,4.4,15.17220497,17.32548904,6.434885065328844,-2.0348850653288437
Switzerland,2009,9.05,26.20129585,9.97373199,6.531894187673644,2.5181058123263567
Cyprus,2009,16.05,49.92380524,6.12379742,10.329025780346303,5.720974219653698
Czechia,2009,2.19,15.05053902,13.54469585,5.2753829332550985,-3.0853829332550986
Spain,2009,5.54,20.15493011,14.7896204,6.714337156955557,-1.1743371569555574
Georgia,2009,26.06,68.90898895,5.88417959,14.220228018125948,11.839771981874051
Croatia,2009,2.46,13.74662781,13.51784134,4.995141413996101,-2.535141413996101
Indonesia,2009,3.5,49.22135544,5.41294384,9.969161218307839,-6.469161218307839
India,2009,13.97,66.75775146,3.1219337,12.94258949475513,1.0274105052448714
Ireland,2009,5.59,12.70052719,17.30187988,5.911850559856545,-0.32185055985654554
"Iran, Islamic Rep.",2009,13.72,56.02760696,12.3770647,13.478929383782727,0.24107061621727333
Israel,2009,12.37,25.41890717,9.99987602,6.376416051660412,5.993583948339587
Kazakhstan,2009,2.65,22.34545326,11.36352253,6.143891116238415,-3.4938911162384154
Kyrgyz Republic,2009,3.97,38.58998489,10.6962328,9.334706969674262,-5.364706969674261
Cambodia,2009,18.77,50.50344467,5.96768332,10.403194397092996,8.366805602907004
"Korea, Rep.",2009,12.11,39.17741013,10.08799362,9.274879234116517,2.8351207658834827
Sri Lanka,2009,4.69,53.28553009,7.83871508,11.545186969519955,-6.855186969519955
Latvia,2009,15.46,38.7826767,8.06122971,8.58452242493643,6.87547757506357
Moldova,2009,16.53,45.5789299,12.87592316,11.447450923863004,5.082549076136997
Maldives,2009,19.83,34.3166008,15.74485779,9.957065360181128,9.87293463981887
North Macedonia,2009,5.27,34.79013824,12.19207191,8.99020365866133,-3.7202036586613296
Mali,2009,4.41,61.83517075,2.92606354,11.856266829333045,-7.4462668293330445
Mongolia,2009,1.84,22.75947571,8.74871159,5.445965368070537,-3.605965368070537
Namibia,2009,1.22,7.75814581,13.49217892,3.73737256087743,-2.5173725608774298
Nigeria,2009,24.77,74.47493744,3.69395757,14.725107407973736,10.044892592026264
Nicaragua,2009,16.18,38.31826782,16.76971817,11.099818957496922,5.080181042503078
Peru,2009,10.64,40.27733994,11.67159462,9.979509619621316,0.6604903803786843
Philippines,2009,4.5,55.57599258,6.64473581,11.665159860087115,-7.165159860087115
Poland,2009,14.4,24.36023712,10.49800205,6.304843299159677,8.095156700840324
West Bank and Gaza,2009,8.89,39.20000076,8.17275143,8.705089699230848,0.18491030076915216
Romania,2009,12.15,20.78450394,10.44604111,5.542837225921978,6.607162774078023
Sudan,2009,18.36,52.47582245,14.01954556,13.230195388901171,5.1298046110988285
Serbia,2009,8.3,35.16513443,13.46972656,9.451733992365467,-1.1517339923654664
Slovak Republic,2009,4.48,22.41773987,13.17728996,6.703047029575916,-2.2230470295759153
Thailand,2009,3.22,15.90248966,12.45869255,5.127461371257717,-1.907461371257717
Tajikistan,2009,15.38,69.63989258,4.59137583,13.985005531619162,1.3949944683808386
Uganda,2009,16.77,42.84917831,7.03290558,9.124926900456199,7.645073099543801
Ukraine,2009,6.83,37.39500427,7.91855955,8.252055476874775,-1.4220554768747746
United States,2009,4.7,12.64764786,18.22518158,6.177770224520532,-1.4777702245205315
Armenia,2010,17.52,77.62413025,6.43608856,16.20503124516339,1.3149687548366096
Bangladesh,2010,14.22,67.95515442,4.43941641,13.58774088109046,0.6322591189095412
Bulgaria,2010,12.84,43.14134216,10.84995937,10.330896672683945,2.509103327316055
Belarus,2010,4.44,29.16505241,8.68532658,6.764089933012577,-2.3240899330125764
Switzerland,2010,8.15,24.06636429,10.25540829,6.170728964304034,1.979271035695966
Czechia,2010,1.95,13.85482121,14.69500732,5.37083469713245,-3.4208346971324497
Germany,2010,1.53,13.30298233,17.12050629,5.983204904582037,-4.453204904582036
Denmark,2010,2.93,13.7077713,15.79938507,5.671413080572992,-2.741413080572992
Spain,2010,5.7,21.3734436,14.74666214,6.955810879350582,-1.255810879350582
Estonia,2010,8.79,22.81398773,11.89297581,6.400513109229715,2.389486890770284
United Kingdom,2010,1.73,13.17372036,17.96255302,6.208806376109985,-4.4788063761099846
Georgia,2010,24.96,72.06796265,6.15339756,14.960406722071355,9.999593277928646
"Gambia, The",2010,0.61,18.03235817,6.30897522,3.727363963030259,-3.117363963030259
Guinea-Bissau,2010,6.26,48.0497551,2.52350521,8.85786458335947,-2.5978645833594705
Greece,2010,14.64,28.25885201,12.48673058,7.715211702104024,6.924788297895977
Croatia,2010,2.8,13.95677757,13.77554512,5.116311375825543,-2.316311375825543
Indonesia,2010,3.45,60.58386612,3.91489625,11.891677129176301,-8.441677129176302
"Iran, Islamic Rep.",2010,13.72,59.39722061,12.52360535,14.226279434981677,-0.5062794349816766
Israel,2010,9.71,23.8116951,10.65287113,6.236792676900866,3.4732073230991345
Italy,2010,9.29,20.54892731,13.98853397,6.5562847258673385,2.7337152741326607
Jordan,2010,2.29,21.85514641,17.02058601,7.73846147694505,-5.44846147694505
Japan,2010,9.1,14.57035923,18.93296623,6.791438808282354,2.3085611917176454
Kazakhstan,2010,3.37,27.29583359,8.20522785,6.2298854603792,-2.8598854603792
"Korea, Rep.",2010,12.7,38.7785759,11.28867626,9.551786751362235,3.1482132486377647
Lesotho,2010,4.51,23.46018219,7.1979928,5.1270739206739835,-0.6170739206739837
Luxembourg,2010,3.38,10.23186111,13.62410641,4.293324076234291,-0.9133240762342911
Latvia,2010,17.18,37.18564987,7.99293184,8.230662674351827,8.949337325648173
Moldova,2010,18.11,40.43186188,13.62691975,10.598294147310522,7.511705852689477
Madagascar,2010,1.64,36.15040588,15.20979691,10.179365212900267,-8.539365212900266
Mexico,2010,2.88,43.50876617,10.41032505,10.27572010635423,-7.39572010635423
North Macedonia,2010,7.88,37.78863525,12.50852871,9.711053498527392,-1.8310534985273916
Mongolia,2010,1.33,28.05504799,7.74286652,6.249676226424029,-4.919676226424029
Malawi,2010,1.64,10.92772293,5.77464294,2.084019651998169,-0.44401965199816895
Nigeria,2010,18.87,76.87748718,2.70293093,14.929356696388844,3.9406433036111572
Pakistan,2010,3.04,67.75833893,2.88974142,13.081808510682567,-10.041808510682568
Peru,2010,11.3,39.51519012,11.6243124,9.806230972307977,1.4937690276920232
Poland,2010,13.46,23.7143631,9.98204041,6.015249420275486,7.444750579724515
West Bank and Gaza,2010,6.04,36.0,9.46368885,8.424338460961028,-2.384338460961028
Romania,2010,12.26,19.63123703,11.44624329,5.602122938069169,6.657877061930831
Russian Federation,2010,3.8,35.32572556,8.59383297,8.02266029688276,-4.2226602968827605
Slovak Republic,2010,3.78,22.8006134,13.26732349,6.809977196609766,-3.029977196609766
Slovenia,2010,4.59,12.64016342,12.32549,4.4065080868733775,0.18349191312662239
Thailand,2010,2.77,14.4973793,11.56414127,4.565816458818035,-1.795816458818035
Tunisia,2010,16.69,42.10583115,13.03182125,10.769219758392477,5.920780241607524
Ukraine,2010,6.91,41.84223938,7.50049877,9.054994029687135,-2.144994029687135
Viet Nam,2010,11.32,34.67405701,8.6057291,7.8901955828655765,3.4298044171344237
Zambia,2010,0.29,14.23348141,8.63391781,3.6317649702568935,-3.3417649702568935
Armenia,2011,12.8,78.41966248,6.70101976,16.450565365769666,-3.6505653657696655
Benin,2011,6.67,44.48669815,4.4236145,8.684056972806507,-2.0140569728065074
Bosnia and Herzegovina,2011,8.56,29.46848488,13.38013935,8.235708778300191,0.3242912216998093
Belarus,2011,4.63,33.58686447,7.66490793,7.381035371875299,-2.7510353718752993
Switzerland,2011,9.19,23.55637932,10.50000191,6.13764117142189,3.052358828578109
Chile,2011,11.35,34.49925995,14.01050568,9.474950127910047,1.8750498720899529
"Congo, Rep.",2011,4.58,41.09134674,2.33683133,7.349329814800135,-2.769329814800135
Czechia,2011,2.05,14.21162128,14.7419138,5.459385539611126,-3.409385539611126
Ecuador,2011,18.37,44.4420433,7.96525431,9.737102725485556,8.632897274514445
Spain,2011,5.66,21.66048431,14.59857368,6.971308124103851,-1.3113081241038511
Ethiopia,2011,1.88,46.53789139,2.09114432,8.41257619426018,-6.532576194260181
Georgia,2011,23.97,75.05395508,5.04166079,15.250238486843312,8.719761513156687
Guatemala,2011,9.36,58.87919998,13.75957489,14.48889210839429,-5.128892108394291
Indonesia,2011,3.87,56.22341919,3.96251845,10.995736718886342,-7.125736718886341
India,2011,17.91,62.22489929,3.38130069,12.074176181567076,5.8358238184329245
"Iran, Islamic Rep.",2011,14.12,57.52153397,12.02372837,13.684792052717423,0.43520794728257606
Israel,2011,11.18,23.7593441,10.64939976,6.22482333178927,4.95517666821073
Japan,2011,9.2,13.12178326,21.69265366,7.316863603753344,1.8831363962466554
Kazakhstan,2011,1.83,24.59804726,8.67686558,5.808208356622356,-3.978208356622356
"Korea, Rep.",2011,12.28,38.95240021,11.05072784,9.516695712723514,2.763304287276485
Latvia,2011,18.6,34.29675293,8.57539368,7.802335347144287,10.797664652855715
Moldova,2011,15.63,44.79645157,13.03699017,11.332426218186598,4.297573781813403
Mali,2011,2.56,50.00246048,2.94121718,9.390782700775658,-6.830782700775657
Montenegro,2011,9.31,38.80132294,10.73071766,9.389167163972765,-0.07916716397276424
Mongolia,2011,1.75,32.00390244,5.62042999,6.437327135548227,-4.687327135548227
Niger,2011,6.63,57.73744583,8.29973888,12.612797012863982,-5.9827970128639825
Pakistan,2011,3.76,65.34801483,2.54319167,12.474710525247934,-8.714710525247934
Peru,2011,11.23,40.34396362,11.69203568,9.99954863771191,1.2304513622880897
Poland,2011,13.9,23.95442009,10.05437851,6.087059214867603,7.8129407851323975
Portugal,2011,18.38,26.65432167,12.53102016,7.393557896281573,10.986442103718426
Paraguay,2011,10.54,50.00536728,15.79585648,13.247328760992978,-2.7073287609929793
Romania,2011,13.02,24.27584076,8.84608936,5.791710249576314,7.228289750423685
Russian Federation,2011,3.91,34.19445038,9.03166866,7.917846541946759,-4.007846541946759
Senegal,2011,3.33,50.79880142,5.62811661,10.362990846520008,-7.032990846520008
Sierra Leone,2011,37.09,60.22754288,5.35433006,12.24907558746583,24.84092441253417
Chad,2011,8.69,60.77016068,3.68802667,11.862512466025574,-3.172512466025575
Togo,2011,11.12,62.1470108,5.66925287,12.74422239198127,-1.6242223919812702
Thailand,2011,2.2,13.00871277,12.84227848,4.638459602404756,-2.4384596024047562
Tanzania,2011,5.64,27.95462036,6.76211929,5.934522726507329,-0.2945227265073296
Ukraine,2011,7.01,46.30967712,7.49281168,9.985247459484615,-2.975247459484615
United States,2011,4.72,12.32011318,18.92724228,6.3199922007119635,-1.5999922007119638
Albania,2012,16.72,58.21257782,8.69734573,12.83124692335998,3.8887530766400182
Armenia,2012,13.9,78.58730316,7.04075432,16.587468078010517,-2.6874680780105162
Belarus,2012,5.73,30.77361488,8.85453033,7.150625912970146,-1.420625912970146
Bhutan,2012,4.01,20.50640488,6.45828485,4.288598688973343,-0.27859868897334295
Switzerland,2012,9.39,23.35357285,10.86467552,6.204695399140106,3.1853046008598946
"Congo, Dem. Rep.",2012,4.82,40.27502823,3.87759209,7.641100667149502,-2.8211006671495014
Costa Rica,2012,7.82,24.5027504,31.73282051,12.704290385651152,-4.884290385651152
Czechia,2012,2.1,14.21601486,14.37806797,5.351161740592653,-3.251161740592653
Djibouti,2012,2.25,22.94796562,7.13329363,5.000743341259204,-2.750743341259204
"Egypt, Arab Rep.",2012,26.2,60.88405991,4.38540936,12.095478720203776,14.104521279796224
Spain,2012,5.63,23.17375565,13.35083103,6.91291843162708,-1.2829184316270803
Finland,2012,6.28,17.46195984,13.77991772,5.849315409479832,0.43068459052016816
Georgia,2012,23.31,72.53357697,5.50601006,14.863408339193967,8.446591660806032
Ghana,2012,1.48,36.88100052,8.9727478,8.460978669607359,-6.980978669607358
Guinea,2012,6.97,62.39929199,2.63003397,11.8852263719712,-4.9152263719712
Haiti,2012,9.43,28.43981743,2.78391457,4.842484248583297,4.587515751416703
Indonesia,2012,3.45,53.61792374,4.07335424,10.485097076452869,-7.035097076452868
"Iran, Islamic Rep.",2012,13.87,54.96147537,15.60608864,14.22497230466511,-0.354972304665111
Iraq,2012,3.7,61.66325378,2.3523643,11.648290291197304,-7.948290291197304
Israel,2012,10.58,23.40835571,10.80281639,6.197575534823389,4.382424465176611
Japan,2012,9.3,12.9723444,22.22449875,7.445203660132995,1.854796339867006
Kazakhstan,2012,1.91,27.82034302,9.44636345,6.711671639627515,-4.801671639627515
"Korea, Rep.",2012,12.34,38.67206955,10.98243332,9.437691886527995,2.902308113472005
Lebanon,2012,26.6,37.33576584,10.07938385,8.88786092193074,17.712139078069264
Sri Lanka,2012,5.78,51.93098831,8.06339073,11.329826720218236,-5.549826720218236
Luxembourg,2012,3.59,11.46961975,10.58925629,3.641352908030292,-0.051352908030292355
Latvia,2012,17.77,37.82342148,8.40603542,8.487711411250828,9.282288588749172
Moldova,2012,16.31,42.21784973,13.17397022,10.835242864086077,5.474757135913922
Madagascar,2012,2.87,32.48873138,12.93699551,8.733245282565358,-5.863245282565358
Mexico,2012,2.52,40.64141083,10.65864182,9.751657741364458,-7.231657741364458
Montenegro,2012,7.78,35.91405106,11.60591507,9.048989427414698,-1.2689894274146978
Mongolia,2012,2.16,31.50933075,6.50338697,6.598943337750891,-4.4389433377508904
Mauritius,2012,5.59,51.61318207,8.31904316,11.340172701897211,-5.7501727018972115
Nigeria,2012,16.88,72.84432983,3.66798377,14.376933538534383,2.5030664614656164
Peru,2012,11.71,38.87478256,12.24156475,9.857702499812133,1.852297500187868
Philippines,2012,6.13,58.31450272,6.20142746,12.103835708722878,-5.973835708722878
Poland,2012,13.93,24.26416779,10.07476521,6.157833067848622,7.772166932151378
Romania,2012,11.99,22.42794037,9.60762787,5.634403375241715,6.355596624758285
Russian Federation,2012,3.05,33.39754486,9.24172211,7.814504427158426,-4.7645044271584265
Slovenia,2012,4.17,12.45996571,12.45778847,4.4085774385464225,-0.23857743854642255
Thailand,2012,2.52,13.42186832,12.64099789,4.6643270356994755,-2.1443270356994755
Uganda,2012,15.74,37.51226807,7.05044317,8.016129459330987,7.723870540669013
Ukraine,2012,7.69,43.93354416,7.64040852,9.533513316069385,-1.8435133160693846
United States,2012,4.99,12.33532524,19.64053917,6.537131613118356,-1.5471316131183555
Viet Nam,2012,9.14,40.77892303,9.5150404,9.437322679882355,-0.2973226798823543
Afghanistan,2013,14.63,72.04785919,1.77506959,13.642865943372746,0.9871340566272551
Armenia,2013,16.05,82.8755722,5.78087997,17.10470867911963,-1.0547086791196278
Burundi,2013,3.29,20.86187553,4.43170166,3.754898111006635,-0.4648981110066348
Belarus,2013,7.02,33.79212189,8.74394131,7.7475540451586,-0.7275540451586
Bolivia,2013,10.08,34.00916672,9.20546436,7.931301930642514,2.1486980693574864
Switzerland,2013,7.5,22.77101326,10.55523682,5.990267759493227,1.5097322405067732
China,2013,18.85,38.15951538,9.41684246,8.86107616227803,9.988923837721972
Czechia,2013,2.27,14.33172131,14.84314823,5.514822693096342,-3.2448226930963417
Ecuador,2013,10.31,35.9758606,8.26161385,8.058719276076614,2.2512807239233865
Spain,2013,5.93,24.2397728,13.88056183,7.29434572720487,-1.3643457272048707
United Kingdom,2013,1.64,15.75939178,18.97663307,7.052742986093496,-5.412742986093496
Georgia,2013,24.61,69.30553436,6.85161304,14.593201223517289,10.01679877648271
Haiti,2013,11.54,36.24164581,2.99846768,6.5354422710627,5.004557728937299
Indonesia,2013,3.74,50.89988327,4.34042978,9.997830548180064,-6.257830548180063
"Iran, Islamic Rep.",2013,15.81,47.86219025,16.34275436,12.963999467215547,2.846000532784453
Israel,2013,10.84,22.65417099,10.91187763,6.072857103789565,4.7671428962104345
Japan,2013,9.1,12.70128059,22.21854019,7.386832844461282,1.7131671555387173
Kazakhstan,2013,1.81,25.9552784,9.324193,6.285700223303986,-4.475700223303987
"Korea, Rep.",2013,12.31,38.26380157,11.52522659,9.515286495385821,2.7947135046141796
Lao PDR,2013,13.49,48.70332336,2.94007111,9.119249380207926,4.370750619792075
Luxembourg,2013,3.33,11.19933987,10.64737415,3.6023664048927224,-0.27236640489272235
Latvia,2013,18.04,38.47148514,8.42068386,8.627386055852327,9.412613944147672
Morocco,2013,13.4,51.66726685,6.00545788,10.657468537094827,2.7425314629051734
Moldova,2013,16.05,42.57612991,12.49917507,10.70761758997839,5.34238241002161
Montenegro,2013,9.13,42.07717514,10.68526936,10.059354970886934,-0.9293549708869335
Malawi,2013,6.62,6.70596313,7.15567255,1.6170048947321027,5.002995105267898
Malaysia,2013,1.1,33.66908646,6.81631851,7.143651920972618,-6.043651920972618
Nepal,2013,10.31,63.53343964,4.88382769,12.798033814789235,-2.488033814789235
Pakistan,2013,5.61,62.74438858,3.24930596,12.143023665491837,-6.533023665491837
Peru,2013,10.47,35.27772903,12.31632423,9.129257556202129,1.3407424437978719
Poland,2013,13.29,23.64557266,10.49304199,6.15417218394928,7.135827816050719
Romania,2013,12.55,20.17611694,11.520751,5.738214072319781,6.811785927680219
Russian Federation,2013,4.84,34.83225632,9.14695454,8.085567618948266,-3.2455676189482663
Rwanda,2013,1.63,12.30725574,8.30411816,3.130744984872738,-1.500744984872738
Saudi Arabia,2013,1.73,14.35986423,8.74786663,3.6923274997840028,-1.9623274997840028
Singapore,2013,9.01,36.19911575,13.96146393,9.815077248415356,-0.8050772484153566
Serbia,2013,9.03,37.86663818,13.17477703,9.927187332460777,-0.8971873324607778
Seychelles,2013,2.56,19.06869125,8.47202492,4.592533004354175,-2.032533004354175
Thailand,2013,2.2,12.54023266,12.16323185,4.336976217864193,-2.136976217864193
Tajikistan,2013,7.57,61.91825485,6.86730862,13.055845077356341,-5.485845077356341
Ukraine,2013,7.21,48.15446091,6.94465542,10.205910919827753,-2.995910919827753
United States,2013,4.77,12.28278923,20.36149597,6.742426597420443,-1.9724265974204434
Armenia,2014,19.47,82.48136902,6.27526045,17.170717124470983,2.2992828755290162
Burkina Faso,2014,3.13,34.07847595,7.77367115,7.516282387197103,-4.386282387197103
Belarus,2014,6.47,34.89439774,8.68483829,7.95992077777439,-1.4899207777743904
Bolivia,2014,6.25,30.90435982,8.95201874,7.2071614735812535,-0.9571614735812535
Canada,2014,3.5,14.71277905,18.96989441,6.83224551501665,-3.33224551501665
Switzerland,2014,8.7,22.61392593,10.79354095,6.028959274467867,2.6710407255321327
Cameroon,2014,10.71,68.98474121,2.9397316,13.352810245605859,-2.642810245605858
Comoros,2014,8.81,65.51406097,3.81965494,12.892266021843398,-4.082266021843397
Czechia,2014,2.05,14.45865345,14.96242809,5.577099015253445,-3.5270990152534454
Spain,2014,6.39,24.65292358,14.09342861,7.4444417968584915,-1.0544417968584918
United Kingdom,2014,2.03,15.74380684,19.27662277,7.139476043540572,-5.109476043540573
Guatemala,2014,11.45,55.55548096,16.46030045,14.605202005573585,-3.155202005573585
Indonesia,2014,4.38,45.24729156,5.40550184,9.137359361710576,-4.757359361710576
"Iran, Islamic Rep.",2014,15.96,40.10943604,23.14384651,13.385732087674167,2.5742679123258334
Japan,2014,9.1,12.8696804,22.57162476,7.527898555022341,1.5721014449776582
Kazakhstan,2014,1.93,23.80191422,10.03429031,6.0491984878009175,-4.119198487800918
Cambodia,2014,13.16,58.09806442,6.16770315,12.048538996403973,1.1114610035960268
"Korea, Rep.",2014,12.85,37.55163574,11.73864746,9.430643550427098,3.419356449572902
Liberia,2014,22.33,44.75351715,2.46118927,8.151095856375639,14.17890414362436
Luxembourg,2014,2.97,11.07252598,10.8537426,3.63779779638131,-0.66779779638131
Latvia,2014,18.84,39.10600662,8.37547684,8.746279295026604,10.093720704973396
Moldova,2014,16.34,38.34880066,12.75728226,9.90260303629781,6.43739696370219
Mexico,2014,2.62,40.87202454,10.34577084,9.705947126257989,-7.085947126257989
Mali,2014,3.46,33.55117416,4.45473289,6.410645659611815,-2.9506456596118147
Montenegro,2014,8.86,39.11519241,10.98364925,9.530556700412909,-0.6705567004129094
Mongolia,2014,3.04,34.67579269,7.48502493,7.554386099258362,-4.5143860992583615
Mozambique,2014,1.61,10.42445946,4.31728172,1.541808405300358,0.06819159469964209
Mauritania,2014,11.66,47.62082672,5.24069929,9.583390117721502,2.0766098822784986
Nicaragua,2014,24.73,35.33010483,16.91161156,10.518615223914987,14.211384776085014
Nepal,2014,10.2,60.04753494,5.26823664,12.185674673735214,-1.9856746737352147
Peru,2014,9.17,31.77192116,13.09590244,8.63128057727654,0.5387194227234602
Poland,2014,13.54,22.737463,10.47100353,5.957997258668198,7.582002741331801
Russian Federation,2014,4.87,35.82570648,9.16428947,8.298146129795379,-3.428146129795379
Sudan,2014,12.46,67.03178406,10.61807156,15.248370151915053,-2.7883701519150517
Thailand,2014,2.14,12.85608101,12.66222954,4.552590005296915,-2.412590005296915
Tajikistan,2014,8.42,62.18501282,7.56245518,13.3200492056318,-4.900049205631801
Timor-Leste,2014,2.61,7.90607214,3.71855545,0.8365085875509022,1.7734914124490977
Trinidad and Tobago,2014,3.88,42.83146667,7.47479582,9.25378118479027,-5.37378118479027
Ukraine,2014,7.76,48.13210297,7.71915102,10.433565207653025,-2.6735652076530254
United States,2014,4.9,11.9760685,21.47860718,7.013493942502457,-2.1134939425024566
Viet Nam,2014,9.82,41.02820969,9.12324142,9.37183434486649,0.4481656551335096
"Yemen, Rep.",2014,15.83,79.96547699,2.82031083,15.609171728779579,0.22082827122042126
South Africa,2014,1.03,5.66398144,14.9161272,3.727358704487179,-2.697358704487179
Armenia,2015,22.43,81.62987518,6.11530304,16.94498968922509,5.485010310774911
Australia,2015,2.47,16.91646767,18.28901672,7.088017128155217,-4.618017128155216
Benin,2015,5.55,51.40564728,3.25478005,9.777750007067693,-4.227750007067693
Bulgaria,2015,13.07,42.50993729,10.23375225,10.014253054323433,3.0557469456765673
Bahrain,2015,4.88,25.89375496,8.8659935,6.135413737459449,-1.255413737459449
Bosnia and Herzegovina,2015,8.18,28.80271149,14.9841013,8.577863438529366,-0.3978634385293667
Belarus,2015,8.32,36.20293045,8.82638741,8.275531361674398,0.04446863832560233
Bolivia,2015,6.02,27.32661629,9.67435074,6.676996373173993,-0.6569963731739934
Botswana,2015,4.32,3.57781744,10.41588783,1.9419671422780547,2.3780328577219456
Canada,2015,3.3,14.70200253,19.06813622,6.859465045378293,-3.5594650453782934
Switzerland,2015,7.95,22.04629517,10.92490101,5.949872077677623,2.0001279223223776
Cyprus,2015,14.74,43.62483215,6.62951279,9.16583781827951,5.5741621817204905
Czechia,2015,2.16,14.51374149,14.75402832,5.526085822570379,-3.366085822570379
"Egypt, Arab Rep.",2015,31.22,58.8299675,5.05797672,11.868441895245555,19.351558104754446
Spain,2015,7.02,23.8731041,14.77256393,7.485374371028024,-0.46537437102802404
Ethiopia,2015,2.12,36.74348068,5.57211685,7.412202392517864,-5.292202392517864
Georgia,2015,29.06,62.316185,9.60857868,13.961195881480709,15.09880411851929
"Gambia, The",2015,0.2,23.41558647,5.0990448,4.488154234933478,-4.288154234933478
Hungary,2015,12.48,27.48835373,9.2215929,6.574946985824969,5.9050530141750315
Indonesia,2015,3.61,42.71576691,6.57872438,8.960839446659968,-5.350839446659968
"Iran, Islamic Rep.",2015,17.03,38.95087051,25.84053993,13.952799386326149,3.0772006136738526
Israel,2015,11.63,22.50102615,11.64865208,6.261895146083412,5.368104853916589
Japan,2015,9.2,12.94767094,23.15028763,7.717757250799835,1.4822427492001644
Kazakhstan,2015,2.54,32.09503555,8.39476204,7.28855275033735,-4.74855275033735
Kenya,2015,5.19,26.89801407,8.07448006,6.107622534530785,-0.9176225345307847
"Korea, Rep.",2015,13.51,37.70632935,12.11640549,9.576249317450378,3.933750682549622
Luxembourg,2015,3.35,10.71509171,10.63425922,3.497347572353294,-0.147347572353294
Latvia,2015,19.42,40.46530914,8.5845499,9.092742673322435,10.327257326677566
Moldova,2015,18.49,46.18740845,12.21473503,11.376135159251525,7.113864840748473
Mali,2015,2.13,34.17124557,4.39033413,6.520765659594087,-4.390765659594087
Malta,2015,15.94,37.21007919,13.9868679,10.033732012509477,5.906267987490523
Myanmar,2015,13.82,70.4500351,4.81628418,14.221584044171985,-0.4015840441719849
Montenegro,2015,10.27,37.72554779,11.63480854,9.435798956195722,0.8342010438042777
Namibia,2015,1.52,7.3291502,12.35063553,3.3053986565306794,-1.7853986565306794
Nigeria,2015,18.53,71.89007568,5.33124638,14.676657135016397,3.8533428649836043
Nepal,2015,9.84,59.4352417,5.1459527,12.02118009645833,-2.1811800964583306
Pakistan,2015,4.47,64.43975067,3.85042071,12.677236805506727,-8.207236805506728
Peru,2015,8.26,30.14810181,13.54340839,8.4265509866845,-0.1665509866845003
Philippines,2015,6.31,51.1785965,8.25687599,11.230806785869474,-4.920806785869474
Poland,2015,14.77,23.03758621,10.63470554,6.069751586854409,8.70024841314559
El Salvador,2015,2.3,35.22028351,17.73853302,10.743737802756327,-8.443737802756328
Serbia,2015,8.05,40.58773422,11.91801167,10.11821959174363,-2.0682195917436292
Slovak Republic,2015,2.65,18.443573,12.02904129,5.529021832211418,-2.8790218322114183
Slovenia,2015,2.51,12.49877739,12.36574936,4.3890707243813205,-1.8790707243813207
Togo,2015,26.45,66.96256256,4.03825331,13.260206597463247,13.189793402536752
Thailand,2015,1.88,11.91061687,12.47859097,4.300143141371723,-2.4201431413717227
Tunisia,2015,16.74,39.67178345,12.1791687,10.005356544822295,6.734643455177704
Ukraine,2015,7.13,48.23913574,8.56910324,10.710863604705779,-3.5808636047057787
United States,2015,4.4,11.75374031,22.3181076,7.218904419344736,-2.8189044193447357
Zambia,2015,0.28,12.25534916,7.56145144,2.897135826957998,-2.6171358269579983
Afghanistan,2016,23.84,75.97433472,2.14110541,14.572299449979058,9.267700550020942
Armenia,2016,19.29,80.6469574,6.05354738,16.72128511417008,2.5687148858299196
Bangladesh,2016,24.42,71.49494171,4.09935808,14.224651416338338,10.195348583661664
Bulgaria,2016,22.29,43.25471497,11.82779217,10.647878199370933,11.642121800629067
Belarus,2016,9.53,26.71418381,10.30651379,6.738780268880084,2.7912197311199156
Barbados,2016,16.37,45.05650711,9.28489876,10.261216403542829,6.108783596457172
Canada,2016,3.4,15.60679913,18.96101761,7.016205808607551,-3.616205808607551
Switzerland,2016,7.15,21.27206993,11.17563915,5.8634683530274865,1.2865316469725139
Chile,2016,14.6,34.75082779,16.75084496,10.349469199509548,4.250530800490452
Colombia,2016,8.19,15.61221027,17.65917969,6.6268298135022095,1.56317018649779
Spain,2016,7.28,21.95563507,15.09663391,7.182320169603209,0.09767983039679162
Finland,2016,6.72,19.27291298,13.35685921,6.100441781811057,0.619558218188943
United Kingdom,2016,2.09,15.67987061,19.95613861,7.3299604495391515,-5.239960449539152
Georgia,2016,30.74,60.7001152,10.32651424,13.839203340900415,16.900796659099584
Ghana,2016,1.33,37.82372665,6.53767872,7.927333874612744,-6.597333874612744
Greece,2016,16.89,34.30815125,8.80892181,7.8747649179281956,9.015235082071804
Hungary,2016,11.91,27.68942833,10.11028862,6.883497914922438,5.026502085077563
Indonesia,2016,4.31,38.12414932,8.12968636,8.467592123259053,-4.157592123259053
"Iran, Islamic Rep.",2016,15.78,36.55317688,24.21533966,12.964787815034283,2.8152121849657163
Japan,2016,9.4,12.85439873,23.17672729,7.706218027175764,1.6937819728242367
