Country Code,Country Name,Year,GDP_per_capita,CHE10_pct,z_score,GDP_Quartile
MLI,Mali,2009,787.482564287398,4.44,0.6685681845908668,Q1 (Lowest GDP)
MNE,Montenegro,2009,6700.11405052395,7.42,0.18952539981545358,Q4 (Highest GDP)
NAM,Namibia,2009,4302.91374148376,1.22,1.1861915963280585,Q3
NGA,Nigeria,2009,1820.48633854782,24.77,2.599532424296432,Q2
NIC,Nicaragua,2009,1467.08288052845,16.18,1.2186674842894525,Q2
PER,Peru,2009,4181.18755462253,10.64,0.32809801192173804,Q3
PHL,Philippines,2009,1864.45043406471,4.5,0.6589230278504222,Q2
POL,Poland,2009,11556.3026866026,14.4,0.9325278343229306,Q4 (Highest GDP)
ROU,Romania,2009,8548.4543409242,12.15,0.5708344565562595,Q4 (Highest GDP)
SDN,Sudan,2009,1178.22180175781,18.36,1.5691081791922716,Q2
SSD,South Sudan,2009,1323.22068747862,9.3,0.11268951138514285,Q2
SVK,Slovak Republic,2009,16586.7527805228,4.94,0.5881918784204955,Q4 (Highest GDP)
TJK,Tajikistan,2009,664.795655734657,15.38,1.0900653944168586,Q1 (Lowest GDP)
UGA,Uganda,2009,798.947089938247,16.77,1.3135115255704908,Q1 (Lowest GDP)
UKR,Ukraine,2009,2607.08764648438,6.83,0.28436944109649176,Q2
USA,United States,2009,47194.9433547336,4.7,0.6267725053822737,Q4 (Highest GDP)
XKX,Kosovo,2009,2794.86699473069,8.54,0.009482473993821858,Q2
ARM,Armenia,2010,3041.34450723339,17.52,1.4340759848260478,Q2
BLR,Belarus,2010,6034.67885177216,3.04,0.8936218418679066,Q3
COL,Colombia,2010,6398.2958447102,16.92,1.3376244174216025,Q3
DEU,Germany,2010,42396.9665976293,1.54,1.1347507603790208,Q4 (Highest GDP)
DNK,Denmark,2010,58104.5445594981,2.93,0.9113046292253884,Q4 (Highest GDP)
GEO,Georgia,2010,3281.72930937343,24.96,2.630075420641174,Q2
GMB,"Gambia, The",2010,801.033372714536,0.61,1.2842506898559114,Q1 (Lowest GDP)
GNB,Guinea-Bissau,2010,600.194298540768,6.26,0.37599843013071516,Q1 (Lowest GDP)
HRV,Croatia,2010,13729.7654965022,2.8,0.9322024688296849,Q4 (Highest GDP)
IDN,Indonesia,2010,3065.68348377765,3.45,0.8277132708082021,Q2
ISR,Israel,2010,31439.0887027614,9.71,0.1785980824448474,Q4 (Highest GDP)
ITA,Italy,2010,35856.8625485539,9.29,0.11108198526173518,Q4 (Highest GDP)
JAM,Jamaica,2010,4809.977380312,4.02,0.7360842817739789,Q3
JOR,Jordan,2010,3718.46571622945,2.3,1.0125787750000563,Q3
KAZ,Kazakhstan,2010,8793.07589980782,3.37,0.8405734797954615,Q4 (Highest GDP)
KGZ,Kyrgyz Republic,2010,876.954476440354,3.67,0.7923476960932387,Q1 (Lowest GDP)
KHM,Cambodia,2010,952.274616324008,18.48,1.588398492673161,Q1 (Lowest GDP)
LUX,Luxembourg,2010,110885.991378721,3.38,0.8389659536720542,Q4 (Highest GDP)
MDA,Moldova,2010,2436.79935102421,18.11,1.5289200261070859,Q2
MDG,Madagascar,2010,450.009391645726,1.64,1.1186754991449466,Q1 (Lowest GDP)
MKD,North Macedonia,2010,4833.36586759968,7.88,0.11557919813871192,Q3
MNE,Montenegro,2010,6678.63930800758,7.03,0.25221891862834317,Q4 (Highest GDP)
MWI,Malawi,2010,683.124694716799,1.64,1.1186754991449466,Q1 (Lowest GDP)
PAK,Pakistan,2010,987.304571124485,3.04,0.8936218418679066,Q1 (Lowest GDP)
POL,Poland,2010,12567.7317676382,13.46,0.7814203787226326,Q4 (Highest GDP)
ROU,Romania,2010,8399.5374234284,12.26,0.5885172439137412,Q4 (Highest GDP)
RUS,Russian Federation,2010,10674.990234375,3.8,0.7714498564889423,Q4 (Highest GDP)
UKR,Ukraine,2010,3039.63232421875,6.91,0.27150923210923233,Q2
USA,United States,2010,48642.6100179312,4.76,0.6171273486418292,Q4 (Highest GDP)
XKX,Kosovo,2010,2987.54519574464,8.48,0.019127630734266213,Q2
ZMB,Zambia,2010,1451.10616017155,0.29,1.3356915258049493,Q2
ARM,Armenia,2011,3349.55309771906,12.8,0.6753236545777423,Q3
BEN,Benin,2011,1059.41358852588,7.17,0.22971355290063925,Q1 (Lowest GDP)
BLR,Belarus,2011,6527.6593428786,3.27,0.8566487410295359,Q4 (Highest GDP)
CHL,Chile,2011,14487.3927832032,9.3,0.11268951138514285,Q4 (Highest GDP)
COG,"Congo, Rep.",2011,3396.16505817952,4.58,0.6460628188631629,Q3
EST,Estonia,2011,17555.5455239426,8.02,0.093073832411008,Q4 (Highest GDP)
ETH,Ethiopia,2011,343.024942351887,1.96,1.0672346631959089,Q1 (Lowest GDP)
GEO,Georgia,2011,4119.66818307193,23.97,2.470930334423838,Q3
GTM,Guatemala,2011,3168.98370607705,9.36,0.12233466812558721,Q2
IDN,Indonesia,2011,3579.46442466152,3.87,0.7601971736250902,Q3
IND,India,2011,1445.46127486037,18.13,1.5321350783539007,Q2
ISR,Israel,2011,34522.5215979073,11.18,0.414904422585739,Q4 (Highest GDP)
KAZ,Kazakhstan,2011,11287.1464926039,1.83,1.0881325028002053,Q4 (Highest GDP)
KGZ,Kyrgyz Republic,2011,1117.40174350185,3.54,0.8132455356975353,Q2
