Country Name,Country Code,n_obs,mean_residual,mean_che,mean_oop,mean_gov,year_min,year_max,WGI_composite,WGI_GE,WGI_CC,WGI_RL,GINI_mean,HDI_Value,HDI_Rank,HDI_Rank_2022,GNI_per_capita,GNI_HDI_Rank_Diff,Life_Expectancy,Expected_Schooling,Mean_Schooling,HDI_Category,HDI_Cat_High,HDI_Cat_Low,HDI_Cat_Medium,ln_GNI,HDI_WGI
Nigeria,NGA,6,4.850222322461848,19.561666666666667,74.14116414166666,3.880681953333333,2003,2018,-1.1372303896825395,-1.0616251714285714,-1.2212059,-1.069843476190476,36.46,0.56,164.0,164.0,5569.374975,-16.0,54.462,10.51407,7.585969925,Medium,False,False,True,8.625217651122195,-0.6368490182222222
North Macedonia,MKD,10,-3.5634158872083375,6.868,40.211814118,13.223725128000002,2000,2019,-0.2451648968253968,-0.2724270428571428,-0.3969943952380952,-0.3458285333333333,37.80555555555556,0.815,68.0,67.0,22128.39461,2.0,77.395,14.78143978,10.22999954,Very_High,False,False,False,10.004662076593188,-0.1998093909126984
Pakistan,PAK,8,-8.118194424169676,4.28875,63.09672594125,3.88395303375,2001,2018,-1.058039526984127,-0.6273655285714286,-1.0183605238095237,-0.9242443666666668,29.944444444444443,0.544,168.0,168.0,5501.132932,-19.0,67.649,7.89510849,4.316987038,Low,False,True,False,8.612891101861504,-0.5755735026793651
Panama,PAN,4,-4.438994663254787,6.1325,31.0393133175,20.0738644575,2003,2017,0.1059532841269841,0.1259252142857142,-0.4417418999999999,-0.1516253333333332,52.523809523809526,0.839,59.0,57.0,34384.56813,-6.0,79.594,13.3116098,10.83375095,Very_High,False,False,False,10.445392224229044,0.08889480538253966
Paraguay,PRY,2,-2.675614707135998,9.885,49.551149370000005,13.82263184,2000,2011,-0.6046012436507936,-0.8337107190476191,-1.0087739142857142,-0.7044734714285714,49.900000000000006,0.756,99.0,102.0,15252.22016,-1.0,73.844,13.98706964,8.930653385,High,True,False,False,9.632545917777625,-0.45707854019999994
Peru,PER,16,1.006909681283064,10.20125,34.0258350375,13.404486894375,2000,2021,-0.2467703246031746,-0.3512258809523809,-0.4075950523809524,-0.4942808095238095,46.445454545454545,0.794,79.0,79.0,14338.70977,23.0,77.74,14.90939376,10.15465159,High,True,False,False,9.570787874757722,-0.19593563773492065
Philippines,PHL,6,-6.254999975618621,4.516666666666667,51.333342235,6.618541478333333,2000,2015,-0.4076232214285714,0.0461537238095237,-0.6425417333333333,-0.5203856904761904,45.2375,0.72,117.0,120.0,10731.20422,0.0,69.833,12.81904666,9.977239609,High,True,False,False,9.281004240436399,-0.2934887194285714
Poland,POL,22,7.755200220723009,13.933636363636364,24.556121305909087,9.940279353636363,2000,2021,0.6910608523809524,0.5463839857142856,0.5935475666666666,0.5991896095238095,32.64545454545455,0.906,35.0,33.0,42217.63778,5.0,78.633,16.67827988,13.20854242,Very_High,False,False,False,10.650617056078381,0.6261011322571429
Romania,ROU,15,5.0076768306549715,10.488666666666669,19.864555804,10.880052058666667,2000,2016,0.082413423015873,-0.2856104142857142,-0.2594911666666666,0.139344038095238,34.268181818181816,0.845,55.0,54.0,39374.25372,-10.0,75.938,14.05288029,11.55000019,Very_High,False,False,False,10.580892819789714,0.06963934244841267
Russian Federation,RUS,12,-3.917867169460037,3.9608333333333334,32.861176649166666,9.828993479166666,2000,2020,-0.7026538198412698,-0.561052380952381,-0.9619904476190476,-0.8974620857142858,38.35454545454545,0.832,64.0,61.0,39221.68359,-18.0,73.154,13.18515015,12.40999985,Very_High,False,False,False,10.577010521427878,-0.5846079781079365
Rwanda,RWA,4,-0.6037400276012201,3.3925,18.9845912425,6.54267371,2000,2016,-0.3994419119047618,-0.278106638095238,0.1047640095238095,-0.4880839761904761,47.3,0.578,159.0,160.0,2970.559461,9.0,67.785,12.59045029,4.880000114,Medium,False,False,True,7.9968421650389505,-0.2308774250809523
Senegal,SEN,4,-6.878004733366957,3.2925,47.853477479999995,7.03607571,2001,2018,-0.1728580333333333,-0.2768903714285714,-0.1287044142857142,-0.1588238,39.04,0.53,169.0,169.0,4202.030729,-12.0,68.683,9.142709732,2.934554012,Low,False,True,False,8.34356114618467,-0.09161475766666666
Serbia,SRB,11,0.1474903299486291,9.209090909090907,33.97767396363636,12.995484524545454,2003,2019,-0.286293269047619,-0.2084232285714285,-0.4697532190476191,-0.3869693761904761,34.37894736842105,0.833,62.0,61.0,23114.80953,7.0,76.769,15.04216003,11.64171812,Very_High,False,False,False,10.04827205765636,-0.2384822931166666
Seychelles,SYC,2,-3.270863447094426,1.315,19.442493435000003,8.189661025,2006,2013,0.4296468563492063,0.5694770238095238,0.5726658476190476,0.3365436857142856,40.56666666666666,0.848,54.0,56.0,29195.03792,4.0,72.862,18.22489929,11.19995,Very_High,False,False,False,10.281788291378735,0.36434053418412693
Sierra Leone,SLE,3,16.38119716925978,29.80666666666667,66.65747070666667,4.801508109999999,2003,2018,-0.7837531404761905,-1.2547975142857144,-0.7505068619047618,-0.8847390333333333,36.63333333333333,0.467,185.0,185.0,1713.727772,-3.0,61.786,9.064124575,3.535297609,Low,False,True,False,7.447009613472844,-0.366012716602381
Slovenia,SVN,5,-0.9746213660457876,3.518,12.642344094,12.611050416,2007,2018,0.8911779999999999,0.9570400285714284,0.7866681428571428,0.8252098619047618,25.285,0.931,21.0,21.0,46360.80779,15.0,81.603,17.47717094,12.95120192,Very_High,False,False,False,10.744231291300839,0.8296867179999999
South Africa,ZAF,3,-1.8484732498465444,1.903333333333333,8.606564203333333,12.949882506666668,2005,2014,0.2255037238095237,0.3057477095238095,0.122320238095238,0.0603639714285714,61.16,0.741,106.0,107.0,13693.98858,0.0,66.139,13.79325008,11.60999966,High,True,False,False,9.524785247815853,0.16709825934285705
Spain,ESP,14,-0.9457528366345604,6.273571428571429,22.779065813571428,14.646968841428572,2006,2019,0.9439324373015872,1.137604257142857,1.0038504428571429,1.0467732904761906,34.57,0.918,28.0,28.0,46008.44221,9.0,83.67,17.83031082,10.75612495,Very_High,False,False,False,10.736601919841947,0.8665299774428571
Sri Lanka,LKA,5,-5.058035542245054,5.548,47.358073424,8.832767774,2005,2016,-0.3033309206349206,-0.1764883523809523,-0.2394870619047619,-0.0845786095238095,38.61666666666667,0.776,89.0,88.0,12615.60045,22.0,77.483,13.12815666,10.77000046,High,True,False,False,9.442768721834968,-0.2353847944126984
Sudan,SDN,2,1.1707172295918884,15.41,59.75380325500001,12.31880856,2009,2014,-1.5635849674603175,-1.3232708476190476,-1.4046216476190476,-1.4399802952380951,34.8,0.511,176.0,171.0,2810.312012,-4.0,66.331,8.620371878,3.962,Low,False,True,False,7.9414065615451355,-0.7989919183722223
Switzerland,CHE,12,2.228757232899554,8.445833333333333,24.051713625,10.420112290833332,2006,2017,1.7847681261904762,1.9785766142857144,2.141642480952381,1.8579491571428572,32.9,0.97,2.0,2.0,81948.90177,5.0,83.954,16.66753006,13.94912109,Very_High,False,False,False,11.313863385513539,1.731225082404762
Syrian Arab Republic,SYR,2,-4.792326557785424,6.21,51.62469673,7.1847441199999995,2003,2007,-1.3711217253968255,-1.168015380952381,-1.2596685809523809,-1.2388767523809523,39.333333333333336,0.564,162.0,159.0,3917.702385,-3.0,72.12,7.418754527,5.935520062,Medium,False,False,True,8.273515853749199,-0.7733126531238095
Tajikistan,TJK,7,-4.28909772726425,9.375714285714285,65.99029813428571,6.063696385714286,2007,2018,-1.0894083531746033,-1.0331896333333332,-1.250007342857143,-1.1457246761904762,32.61666666666667,0.691,128.0,129.0,5746.568969,17.0,71.79,10.84980801,11.27094825,Medium,False,False,True,8.656532256391351,-0.7527811720436508
Tanzania,TZA,4,-2.2941723959729567,4.297499999999999,28.92317629,8.2788559175,2000,2018,-0.466054311111111,-0.5229223952380953,-0.4879329523809523,-0.4495246571428571,38.974999999999994,0.555,165.0,165.0,3514.632861,-4.0,66.995,8.585740089,6.065350056,Medium,False,False,True,8.164974833842162,-0.25866014266666665
Thailand,THA,19,-2.191189257405622,2.7442105263157894,15.306327517894736,12.23328214,2000,2021,-0.2465822436507936,0.1586778952380952,-0.3560199,-0.1488700571428571,38.421052631578945,0.798,76.0,78.0,20569.90176,1.0,76.412,15.35883492,9.039999962,High,True,False,False,9.931632820286023,-0.1967726304333333
Timor-Leste,TLS,2,0.9345066587442268,2.485,13.082992315,2.49615842,2007,2014,-0.612704719047619,-0.98880126,-0.5150656299999999,-0.8390838238095238,30.8,0.634,142.0,142.0,5434.594692,8.0,67.689,13.25306303,6.226580551,Medium,False,False,True,8.600724212520735,-0.3884547918761905
Togo,TGO,4,2.021628873063806,15.475,66.85493087500001,4.7571116675,2006,2018,-0.915053057936508,-1.2786096142857144,-0.8321149333333333,-0.881267119047619,42.32,0.571,161.0,161.0,2855.963828,9.0,62.739,13.09642387,5.861114619,Medium,False,False,True,7.957514741317582,-0.522495296081746
Tunisia,TUN,4,9.385389168376072,19.47,40.630794525,11.7760036,2000,2015,-0.1673099023809523,0.2175570428571428,-0.1094595523809523,-0.1620462714285713,36.7,0.746,105.0,104.0,12011.38785,9.0,76.508,14.67349856,7.594920158,High,True,False,False,9.393693717126746,-0.12481318717619042
Uganda,UGA,5,6.433957703403685,15.53,42.716444396,7.0289819719999995,2002,2016,-0.6729644960317459,-0.4876999333333333,-0.9181354,-0.5630002809523809,43.13333333333333,0.582,157.0,157.0,2736.410021,18.0,68.252,11.56404819,6.323663082,Medium,False,False,True,7.914767504543462,-0.3916653366904761
Ukraine,UKR,18,-1.4553763742703605,8.182777777777778,43.844891018333335,8.050946077222223,2002,2019,-0.6528935460317459,-0.6957594523809524,-1.0483769476190476,-0.7102487571428571,26.410526315789475,0.779,87.0,90.0,16933.14453,5.0,73.422,13.32800961,11.12273899,High,True,False,False,9.737087249066,-0.5086040723587301
United Kingdom,GBR,10,-4.911147141394351,2.057,15.245759011,19.052051542999997,2000,2020,1.4147309007936508,1.5815066095238093,1.689501776190476,1.5435786142857144,34.25,0.946,13.0,11.0,54371.58634,13.0,81.302,17.81106949,13.48999977,Very_High,False,False,False,10.903615378256333,1.3383354321507936
United States,USA,20,-1.630993548878113,5.0,12.6326673505,19.7465282435,2000,2021,1.2342808555555556,1.5780887523809524,1.3136660333333334,1.406748938095238,40.96818181818182,0.938,17.0,18.0,73650.03077,-7.0,79.304,15.92300034,13.90999985,Very_High,False,False,False,11.207093417312189,1.157755442511111
Uruguay,URY,2,-4.197326513936524,3.325,21.190552715000003,16.762543205,2005,2016,0.8741676325396824,0.5747924238095238,1.2195444285714283,0.7866441142857143,42.695454545454545,0.862,48.0,50.0,28649.82199,12.0,78.138,17.4839592,10.53999996,Very_High,False,False,False,10.262937412481751,0.7535324992492063
Uzbekistan,UZB,3,-5.500809067979888,7.0,60.64734522333333,5.901399136666666,2000,2003,-1.1771177412698413,-0.9787348190476188,-1.2153717714285714,-1.1248166523809524,34.25,0.74,107.0,107.0,8825.730893,17.0,72.388,12.46086979,11.90999985,High,True,False,False,9.085539997753642,-0.8710671285396825
Viet Nam,VNM,10,2.8126692833892006,11.575,38.331294631,8.968110942,2002,2020,-0.465859842063492,-0.2666543857142857,-0.4790048523809523,-0.5177165571428571,36.27,0.766,93.0,91.0,13032.63533,14.0,74.588,15.45771503,8.979999542,High,True,False,False,9.475288628136646,-0.3568486390206349
West Bank and Gaza,PSE,7,-0.7227363698008981,7.804285714285714,38.52857153714286,8.046371528571429,2004,2016,-0.7490030793650794,-0.6076675142857143,-0.323839138095238,-0.725739238095238,34.525,0.674,133.0,109.0,6547.098635,5.0,65.17,12.99800968,10.13000011,Medium,False,False,True,8.786930001755705,-0.5048280754920635
Zambia,ZMB,4,-3.257339071697794,1.3025,20.8137126,7.14866972,2004,2015,-0.4182206912698412,-0.7497743285714286,-0.5044285428571429,-0.4351420999999999,51.760000000000005,0.595,154.0,154.0,3446.675821,11.0,66.349,11.02052892,7.397408543,Medium,False,False,True,8.145455607931925,-0.24884131130555548
