Country Code,year,residuals_eq1,Country Name
KAZ,2005,-0.9032843060817742,Kazakhstan
KEN,2005,0.0970363841694194,Kenya
KGZ,2005,1.706153962364601,Kyrgyz Republic
MDA,2005,-2.6466672689841473,Moldova
MDG,2005,-0.7082145434487384,Madagascar
MKD,2005,0.0390393899868562,North Macedonia
NER,2005,-0.6901005585853381,Niger
POL,2005,1.532162484409354,Poland
ROU,2005,-0.35896307461688,Romania
RWA,2005,-1.245378502896263,Rwanda
SEN,2005,-1.7076299594613746,Senegal
SVK,2005,0.8429159319140794,Slovak Republic
TTO,2005,-0.2693375924337669,Trinidad and Tobago
TUR,2005,0.9318143874146221,Türkiye
UGA,2005,5.71560562436364,Uganda
UKR,2005,1.119798549403226,Ukraine
USA,2005,0.7471582763843869,United States
YEM,2005,0.8084606669813896,"Yemen, Rep."
ZAF,2005,-2.251312116461941,South Africa
ARM,2006,-3.5285148457574502,Armenia
BDI,2006,4.025303953470749,Burundi
BLR,2006,-2.2559914984308946,Belarus
GEO,2006,-5.2120667800600025,Georgia
HUN,2006,-0.8936613688107139,Hungary
IDN,2006,-1.0488893054312336,Indonesia
IND,2006,0.5196685563485248,India
IRN,2006,-0.020265333765192822,"Iran, Islamic Rep."
IRQ,2006,0.7374191282310569,Iraq
ISR,2006,-0.11407684392798277,Israel
KAZ,2006,0.6621386025534781,Kazakhstan
KGZ,2006,0.6973224577184655,Kyrgyz Republic
LKA,2006,1.554657922781034,Sri Lanka
MDA,2006,0.9356989929272708,Moldova
MKD,2006,0.601493229883869,North Macedonia
MLI,2006,0.8027277992177249,Mali
PER,2006,-0.05782158768612687,Peru
PHL,2006,-0.44446949934972896,Philippines
POL,2006,0.27274740366683,Poland
ROU,2006,-0.30736479223363544,Romania
SVK,2006,-1.0436666839143323,Slovak Republic
SYC,2006,-1.2369096856619648,Seychelles
TGO,2006,0.0,Togo
TUR,2006,0.371952650899764,Türkiye
UKR,2006,0.8773429628753175,Ukraine
USA,2006,-0.035682958353881467,United States
VNM,2006,3.120664026704169,Vietnam
ZMB,2006,1.020243496104841,Zambia
AFG,2007,-4.5793508800831875,Afghanistan
ARM,2007,-4.449483247490815,Armenia
BLR,2007,-1.3799739441747194,Belarus
BTN,2007,0.10647765917355251,Bhutan
CHN,2007,0.08217086124098374,China
CPV,2007,0.42570561615060004,Cabo Verde
GEO,2007,-2.215231316712738,Georgia
GIN,2007,-0.6330863600956333,Guinea
HUN,2007,1.884036701653517,Hungary
IDN,2007,1.246548779240459,Indonesia
IND,2007,-1.8709296554376091,India
ISR,2007,2.02417411406895,Israel
KAZ,2007,1.876326295447904,Kazakhstan
KGZ,2007,0.7149577797236023,Kyrgyz Republic
LBR,2007,-5.92140837812172,Liberia
LVA,2007,3.626934459391912,Latvia
MDA,2007,1.7668625991046447,Moldova
NER,2007,-1.9060431059694183,Niger
PAK,2007,-0.7915247558570149,Pakistan
PER,2007,1.7533993336242877,Peru
POL,2007,2.022947630892472,Poland
ROU,2007,1.1934819971179784,Romania
SVK,2007,0.3076152479642852,Slovak Republic
SYR,2007,0.7806791967599813,Syrian Arab Republic
TJK,2007,-0.7025934304232532,Tajikistan
TUR,2007,1.8379189471768138,Türkiye
TZA,2007,-1.0097991894782017,Tanzania
UKR,2007,2.960279828641056,Ukraine
USA,2007,0.8489072164712552,United States
AGO,2008,-9.727910008766617,Angola
ALB,2008,-1.8283192106931436,Albania
ARM,2008,-5.855027221816075,Armenia
BLR,2008,-1.3716229143765915,Belarus
BRA,2008,2.6232870896444185,Brazil
CAF,2008,-0.724222808656892,Central African Republic
CIV,2008,3.514944949603669,Côte d’Ivoire
COL,2008,2.0837001595541187,Colombia
EGY,2008,-11.663407683690757,"Egypt, Arab Rep."
GEO,2008,2.2573301332704014,Georgia
HRV,2008,0.6948356594045667,Croatia
ISR,2008,0.4960739487724723,Israel
JAM,2008,0.4829555708549447,Jamaica
JOR,2008,0.3664916045719505,Jordan
KAZ,2008,2.3152249351413614,Kazakhstan
KGZ,2008,0.8649848084037136,Kyrgyz Republic
LTU,2008,0.952280874502166,Lithuania
LVA,2008,2.890592192619359,Latvia
MDA,2008,1.558869034559506,Moldova
MOZ,2008,1.1945749578083695,Mozambique
PER,2008,1.476168465611842,Peru
POL,2008,1.4436362277787322,Poland
ROU,2008,1.5835916251071713,Romania
SVK,2008,0.6988774754582366,Slovak Republic
TUR,2008,0.2385987372471688,Türkiye
UKR,2008,-0.7780458820422342,Ukraine
USA,2008,0.026595707112563188,United States
VNM,2008,4.184941573015528,Vietnam
ARM,2009,-6.196111229828064,Armenia
BEL,2009,0.0,Belgium
BFA,2009,-2.114252425506702,Burkina Faso
BLR,2009,-2.838448796432676,Belarus
BWA,2009,-1.5227975762739931,Botswana
GEO,2009,4.284959825393265,Georgia
HRV,2009,-0.7339166958441575,Croatia
IDN,2009,0.05491941847099713,Indonesia
IND,2009,-2.626027174889887,India
IRL,2009,0.0,Ireland
IRN,2009,0.6130741962810498,"Iran, Islamic Rep."
ISR,2009,0.11777541353895152,Israel
JAM,2009,0.1963933886222915,Jamaica
KAZ,2009,-0.4370979993880846,Kazakhstan
KGZ,2009,0.15153691861338198,Kyrgyz Republic
KHM,2009,5.016160752638169,Cambodia
LKA,2009,-1.416751776831563,Sri Lanka
LVA,2009,1.5012658498698719,Latvia
MDA,2009,1.6559158827277818,Moldova
MKD,2009,-2.5582386215748105,North Macedonia
MLI,2009,0.8508604295337416,Mali
NAM,2009,0.22488786527135735,Namibia
NGA,2009,6.791040678873201,Nigeria
NIC,2009,-4.879724024645012,Nicaragua
PER,2009,-0.9709697794953142,Peru
PHL,2009,-1.2519147434310358,Philippines
POL,2009,0.14589689106619688,Poland
ROU,2009,0.4048960823966259,Romania
SDN,2009,3.2060253998989645,Sudan
SVK,2009,-0.8057419714222711,Slovak Republic
TJK,2009,6.149455232648501,Tajikistan
TUR,2009,-1.295105978759823,Türkiye
UGA,2009,1.2634550296467402,Uganda
UKR,2009,-1.5058447486280795,Ukraine
USA,2009,-1.4755757125395432,United States
ARM,2010,1.6592617264195826,Armenia
BLR,2010,-2.653913314078754,Belarus
COL,2010,-2.0837001595541227,Colombia
DEU,2010,0.0,Germany
DNK,2010,0.0,Denmark
GEO,2010,3.3074596974772033,Georgia
GMB,2010,-0.2368763370846775,"Gambia, The"
GNB,2010,1.2161993662289574,Guinea-Bissau
HRV,2010,-0.0678578736332184,Croatia
IDN,2010,-0.3364155329267169,Indonesia
ISR,2010,-2.153625976170233,Israel
ITA,2010,0.0,Italy
JAM,2010,-0.38357002372734594,Jamaica
JOR,2010,0.19800423913226578,Jordan
KAZ,2010,0.4773159580081438,Kazakhstan
KGZ,2010,-0.018016024400248992,Kyrgyz Republic
KHM,2010,2.9331776325184964,Cambodia
LUX,2010,0.0,Luxembourg
MDA,2010,3.902504993584323,Moldova
MDG,2010,-0.7274470550572629,Madagascar
MKD,2010,0.18261337790356374,North Macedonia
MWI,2010,-0.12084500797969133,Malawi
PAK,2010,-2.014457162442209,Pakistan
POL,2010,-0.36508693463371106,Poland
ROU,2010,0.8924880521228025,Romania
RUS,2010,-0.5597378050968782,Russian Federation
STP,2010,-1.6290197691654316,São Tomé and Príncipe
TUR,2010,-0.784597042065925,Türkiye
UKR,2010,-1.3528511738933746,Ukraine
USA,2010,-1.053026936161481,United States
VNM,2010,2.085986034205539,Vietnam
ZMB,2010,-0.31396694952951937,Zambia
ARM,2011,-2.3815950436459077,Armenia
BEN,2011,-3.517131123778466,Benin
BLR,2011,-1.9210944479720187,Belarus
CHL,2011,-1.9324850814964043,Chile
COG,2011,-3.7410861284445076,"Congo, Rep."
EST,2011,0.0,Estonia
ETH,2011,0.36587909381576045,Ethiopia
GEO,2011,2.9242747879549182,Georgia
GTM,2011,2.0169810895196187,Guatemala
IDN,2011,1.1298758921729346,Indonesia
IND,2011,2.7652631011168705,India
ISR,2011,0.06914259289310329,Israel
KAZ,2011,-0.1549426067000953,Kazakhstan
KGZ,2011,0.5313792969701687,Kyrgyz Republic
KHM,2011,-3.749418112479758,Cambodia
MDA,2011,1.9047472979599778,Moldova
MKD,2011,0.5056431904398032,North Macedonia
MLI,2011,0.8983474133779533,Mali
MNE,2011,0.8360900603288975,Montenegro
NER,2011,1.7710456969090216,Niger
PAK,2011,-0.35990431390193833,Pakistan
POL,2011,0.8032446427907906,Poland
ROU,2011,2.229934058803262,Romania
RUS,2011,0.37213964603498095,Russian Federation
SEN,2011,-0.5873839487764125,Senegal
TCD,2011,0.8995911791118464,Chad
TUR,2011,-0.49884244030956393,Türkiye
UKR,2011,-0.8108410928950114,Ukraine
USA,2011,-0.3688546997998238,United States
ALB,2012,-0.10987407027378049,Albania
ARM,2012,-1.5997126321257737,Armenia
BLR,2012,-0.9724986584497055,Belarus
BTN,2012,-1.3392037752684656,Bhutan
COD,2012,1.2568019328611995,"Congo, Dem. Rep."
DJI,2012,0.8353335473268777,Djibouti
EGY,2012,1.3262722263858988,"Egypt, Arab Rep."
GIN,2012,1.349126780891089,Guinea
HTI,2012,-0.9346111848787599,Haiti
IDN,2012,0.5956073196620775,Indonesia
IRQ,2012,-0.7374191282310574,Iraq
ISR,2012,-0.7826793025336538,Israel
JAM,2012,-1.9443974705797584,Jamaica
KAZ,2012,-0.6277181300775927,Kazakhstan
KGZ,2012,-1.1349223889969302,Kyrgyz Republic
MDA,2012,2.4671394559222826,Moldova
MDG,2012,1.4356615985060006,Madagascar
MKD,2012,1.5537332480265176,North Macedonia
MNE,2012,-0.8323160752584919,Montenegro
MNG,2012,-1.901277776983727,Mongolia
PHL,2012,1.0318229892704682,Philippines
POL,2012,0.5235339891068094,Poland
ROU,2012,0.9964828716209333,Romania
TUR,2012,-0.9766226355081891,Türkiye
UGA,2012,1.4166053590537606,Uganda
UKR,2012,-0.26298502156051906,Ukraine
USA,2012,-0.41775622132430285,United States
VNM,2012,-0.21412684658333034,Vietnam
AFG,2013,4.579350880083185,Afghanistan
ARM,2013,0.025231796163763254,Armenia
BDI,2013,-4.025303953470747,Burundi
BLR,2013,0.3743704829168712,Belarus
ECU,2013,0.0,Ecuador
HTI,2013,0.9346111848787615,Haiti
IDN,2013,0.7556921236139031,Indonesia
IRN,2013,-0.205706299148074,"Iran, Islamic Rep."
ISR,2013,-0.6987258620854218,Israel
JAM,2013,-3.3418555049876377,Jamaica
KAZ,2013,-0.8941596942159935,Kazakhstan
KGZ,2013,-1.2217865493639548,Kyrgyz Republic
MAR,2013,3.50631374529482,Morocco
MDA,2013,1.919182394478445,Moldova
MKD,2013,0.6526770081661107,North Macedonia
MLI,2013,0.3844033194544121,Mali
MNE,2013,-0.15569421896470312,Montenegro
PAK,2013,1.0400705038719926,Pakistan
POL,2013,-0.3994503318617339,Poland
ROU,2013,1.3007549695902312,Romania
RUS,2013,0.6427216871175769,Russian Federation
RWA,2013,-1.9950361991799876,Rwanda
SYC,2013,1.2369096856619652,Seychelles
TJK,2013,-1.3236387518190553,Tajikistan
TUR,2013,-0.8084767038345577,Türkiye
UKR,2013,-1.2955297341297247,Ukraine
USA,2013,-0.9869259782304678,United States
ARM,2014,3.2248324554128027,Armenia
BFA,2014,-2.3135292639058704,Burkina Faso
BLR,2014,-0.36748112249545584,Belarus
COM,2014,0.0,Comoros
IDN,2014,1.5046153837779848,Indonesia
ISR,2014,-0.42057346903645154,Israel
JAM,2014,-2.8734179943566245,Jamaica
KAZ,2014,-0.8857981841642465,Kazakhstan
KGZ,2014,-1.7003327475515602,Kyrgyz Republic
LBR,2014,7.047109546266744,Liberia
MDA,2014,2.2659880120693843,Moldova
MEX,2014,-2.119632744633239,Mexico
MKD,2014,0.9974482204953966,North Macedonia
MLI,2014,2.025806327071569,Mali
MNE,2014,-0.4582481276167364,Montenegro
MNG,2014,-1.8761568969259281,Mongolia
MOZ,2014,0.5011374000560669,Mozambique
NIC,2014,7.483630060049694,Nicaragua
POL,2014,-1.2350815373707005,Poland
RUS,2014,0.38400547092152804,Russian Federation
SDN,2014,-3.206025399898964,Sudan
SLV,2014,-1.1117792673064433,El Salvador
TJK,2014,-0.7209501413901737,Tajikistan
TLS,2014,0.0,Timor-Leste
TTO,2014,0.269337592433767,Trinidad and Tobago
TUR,2014,-1.0301001397342782,Türkiye
UKR,2014,-1.0074660582860342,Ukraine
USA,2014,-1.1188058404574088,United States
VNM,2014,-2.4500708664434168,Vietnam
YEM,2014,-0.8084606669813896,"Yemen, Rep."
ARM,2015,5.852408287546116,Armenia
BEN,2015,-1.1751140150011188,Benin
BLR,2015,1.1342980598707317,Belarus
BWA,2015,1.5227975762739927,Botswana
CIV,2015,-3.141620484353266,Côte d’Ivoire
CPV,2015,-0.4257056161505996,Cabo Verde
EGY,2015,5.378087306395813,"Egypt, Arab Rep."
ETH,2015,-0.20686785373036493,Ethiopia
GMB,2015,-1.4078801348146057,"Gambia, The"
IDN,2015,0.23187402337199228,Indonesia
ISR,2015,-0.5896375721044738,Israel
JAM,2015,-3.0851999097022293,Jamaica
KAZ,2015,-1.1531936707939223,Kazakhstan
KEN,2015,-0.09703638416941873,Kenya
KGZ,2015,-0.10660217149909934,Kyrgyz Republic
MDA,2015,3.507399888408776,Moldova
MKD,2015,2.920100875523515,North Macedonia
MLI,2015,0.25668486856650885,Mali
MMR,2015,0.0,Myanmar
MNE,2015,0.6101683615110344,Montenegro
NAM,2015,-0.2248878652713575,Namibia
NPL,2015,-2.6630570853094024,Nepal
PAK,2015,-0.8703085930990223,Pakistan
PHL,2015,0.6645612535102979,Philippines
POL,2015,-0.5451769899711449,Poland
TUR,2015,-1.5350269489854402,Türkiye
UKR,2015,-2.09335339244475,Ukraine
USA,2015,-2.051435267003232,United States
ZMB,2015,-0.7062765465753226,Zambia
ARM,2016,2.720345697379952,Armenia
BLR,2016,3.0197047780873034,Belarus
CHL,2016,1.9324850814964036,Chile
IDN,2016,1.306284393786567,Indonesia
IRN,2016,4.981440966064577,"Iran, Islamic Rep."
ISR,2016,-1.3151627388551548,Israel
JAM,2016,-2.486484473066565,Jamaica
KAZ,2016,0.5053619958048987,Kazakhstan
KGZ,2016,-1.5536518140916922,Kyrgyz Republic
LBR,2016,-1.125701168145026,Liberia
LKA,2016,-0.13790614594947262,Sri Lanka
MDA,2016,3.627379806749532,Moldova
MKD,2016,2.1587099390838467,North Macedonia
MLI,2016,-0.15443591907150017,Mali
MNG,2016,-0.7309979854086942,Mongolia
MWI,2016,1.3018443180696229,Malawi
NPL,2016,-2.0309695477837924,Nepal
POL,2016,-0.2260995852664863,Poland
ROU,2016,1.454200225395712,Romania
RWA,2016,-3.104078436040126,Rwanda
SLV,2016,1.5866132549362293,El Salvador
SOM,2016,0.27896137379102626,Federal Republic of Somalia
SWZ,2016,-3.048821370715159,Eswatini
TJK,2016,-1.2433647911916752,Tajikistan
TUR,2016,-1.8870678974784971,Türkiye
UGA,2016,-0.0843414527650014,Uganda
UKR,2016,-0.3857842149428131,Ukraine
URY,2016,0.0,Uruguay
USA,2016,-2.045516793496565,United States
VNM,2016,-3.3129474963774728,Vietnam
ALB,2017,-9.502362851547861,Albania
ARG,2017,0.0,Argentina
ARM,2017,3.637565452809244,Armenia
BLR,2017,3.439857764086287,Belarus
BRA,2017,-2.6232870896444203,Brazil
EGY,2017,4.959048150909045,"Egypt, Arab Rep."
GAB,2017,-1.146536517601644,Gabon
GEO,2017,8.86279235514975,Georgia
IDN,2017,1.0831631465763094,Indonesia
IRN,2017,0.0004327710650227079,"Iran, Islamic Rep."
ISR,2017,-0.9071659037954737,Israel
JAM,2017,-3.0441527312732837,Jamaica
LSO,2017,0.0,Lesotho
MDA,2017,1.7997040924599426,Moldova
MKD,2017,-2.0477049431870116,North Macedonia
MLI,2017,-1.2608111488531137,Mali
POL,2017,-0.3974954909716556,Poland
SLV,2017,-0.06848083886098587,El Salvador
SOM,2017,-0.27896137379102626,Federal Republic of Somalia
STP,2017,1.6290197691654311,São Tomé and Príncipe
TJK,2017,-1.5279037377501365,Tajikistan
UKR,2017,-2.6067208749444224,Ukraine
ZWE,2017,0.0,Zimbabwe
AGO,2018,9.727910008766617,Angola
ARM,2018,0.7245383958701247,Armenia
BEN,2018,0.7496232610493906,Benin
BFA,2018,0.6289738527470667,Burkina Faso
BLR,2018,3.6486124695810354,Belarus
BLZ,2018,0.0,Belize
CHN,2018,3.9112330985166217,China
CIV,2018,-4.1997514381964995,Côte d’Ivoire
CRI,2018,1.0240123877238594,Costa Rica
GIN,2018,-5.8394219841977035,Guinea
GNB,2018,-2.151896840086758,Guinea-Bissau
IDN,2018,1.590752907105499,Indonesia
IRN,2018,-0.008852282072837434,"Iran, Islamic Rep."
ISR,2018,0.2882813340825483,Israel
JAM,2018,-2.363016440997229,Jamaica
KAZ,2018,0.8905901352374062,Kazakhstan
MDA,2018,-0.4096321115348607,Moldova
MKD,2018,-0.37017099274311904,North Macedonia
MLI,2018,-0.16646099050894647,Mali
MNG,2018,-0.27919440852270533,Mongolia
NER,2018,0.6719860595389805,Niger
POL,2018,-1.1477110752338457,Poland
SEN,2018,1.0499625141579627,Senegal
SLV,2018,-0.12728687178963533,El Salvador
TCD,2018,-0.8854660106900187,Chad
TJK,2018,-0.6310043800742071,Tajikistan
TZA,2018,-1.0087907540577674,Tanzania
UKR,2018,-1.9891847594315162,Ukraine
VNM,2018,-3.328635084239499,Vietnam
ARM,2019,7.757989904929549,Armenia
BLR,2019,1.979294866196408,Belarus
GEO,2019,9.22862812247101,Georgia
IDN,2019,-1.4303461221937406,Indonesia
IRN,2019,-1.6536482566144048,"Iran, Islamic Rep."
ISR,2019,-1.427287367185264,Israel
JAM,2019,-3.456267747668714,Jamaica
KGZ,2019,-1.0020873595989435,Kyrgyz Republic
KHM,2019,-0.43410969948292133,Cambodia
KIR,2019,0.0,Kiribati
MDA,2019,-0.4172826447597702,Moldova
MKD,2019,0.6919418556270144,North Macedonia
MLI,2019,-0.9279840328877758,Mali
MOZ,2019,-1.0673958971448974,Mozambique
MWI,2019,-0.5494140776170006,Malawi
POL,2019,-1.2959160852993934,Poland
SLV,2019,-0.2790662769791621,El Salvador
UGA,2019,-3.615447032774253,Uganda
UKR,2019,-2.1016021490177206,Ukraine
VUT,2019,0.0,Vanuatu
ARM,2020,5.093352325917882,Armenia
BLR,2020,4.834553525495214,Belarus
GEO,2020,7.550922607511614,Georgia
IDN,2020,-2.863731195282024,Indonesia
IRN,2020,-2.5083002426542467,"Iran, Islamic Rep."
ISR,2020,-2.071058966157242,Israel
KGZ,2020,-1.6785196326556588,Kyrgyz Republic
MDA,2020,-3.47134391975899,Moldova
MKD,2020,-0.909273381004182,North Macedonia
MNG,2020,6.494530368116647,Mongolia
PER,2020,-3.476370229812163,Peru
VNM,2020,-6.994761259716942,Vietnam
BEN,2021,3.321533457710871,Benin
BFA,2021,3.798807836665505,Burkina Faso
BIH,2021,-5.869394067774918,Bosnia and Herzegovina
CAF,2021,0.7242228086568943,Central African Republic
CIV,2021,-2.6386492752927477,Côte d’Ivoire
ETH,2021,0.07761022526750405,Ethiopia
GNB,2021,0.06884460916638646,Guinea-Bissau
IDN,2021,-0.9560519577777232,Indonesia
IRN,2021,0.5847983686156355,"Iran, Islamic Rep."
ISR,2021,0.5542625829962217,Israel
JAM,2021,1.7121195426007336,Jamaica
KGZ,2021,-0.47133513733779053,Kyrgyz Republic
KHM,2021,-3.765810573193976,Cambodia
MDA,2021,0.5338029737078083,Moldova
MKD,2021,0.21246486189234604,North Macedonia
MLI,2021,-0.6134711635065156,Mali
NER,2021,0.15311190810675507,Niger
SEN,2021,2.573132999497004,Senegal
TUN,2021,0.0,Tunisia
CMR,2022,0.0,Cameroon
GEO,2022,9.955379454229053,Georgia
IDN,2022,-1.2484493889906991,Indonesia
IRN,2022,-1.4870208130508529,"Iran, Islamic Rep."
KGZ,2022,-0.339324950333108,Kyrgyz Republic
MDA,2022,-1.7199209998512381,Moldova
MKD,2022,-0.5036423586252291,North Macedonia
MLI,2022,-2.095666902394061,Mali
NGA,2022,-6.791040678873204,Nigeria
NPL,2022,2.9540928401318474,Nepal
PER,2022,1.275593797757474,Peru
SUR,2022,0.0,Suriname
GEO,2023,3.9997110110595244,Georgia
IDN,2023,-3.999711011059533,Indonesia
