Country Name,Country Code,Year,CHE_PPP,CHE10,FPE,GGHE_pct,DEA_Efficiency
Lithuania,LTU,2008,1298.46141307335,12.85,87.15,11.67387962,0.10911208882244741
Latvia,LVA,2008,1085.89409916753,15.1,84.9,8.79956532,0.14475276262850673
Moldova,MDA,2008,455.954977328121,14.93,85.07,12.7215929,0.1352027550789815
Mexico,MEX,2008,853.944386403223,3.58,96.42,9.43475246,0.1350073990176527
Malta,MLT,2008,2093.54365749167,16.2,83.8,12.02801418,0.1058995583924393
Mozambique,MOZ,2008,37.8828062319655,1.19,98.81,5.66810656,0.8196114009826013
Panama,PAN,2008,1014.27274369661,3.09,96.91,20.06934547,0.07362633420380627
Peru,PER,2008,402.027471399456,11.57,88.43,10.98999786,0.15522323564839247
Poland,POL,2008,1167.31725923555,14.0,86.0,10.27323627,0.12398832816876305
Romania,ROU,2008,838.941273393197,11.48,88.52,10.79983711,0.11794264830351692
Serbia,SRB,2008,1195.34585866273,9.58,90.42,12.92955971,0.0985154497577244
Slovak Republic,SVK,2008,1651.42538569973,4.34,95.66,14.2542305,0.0893602351947376
Thailand,THA,2008,417.271091770892,2.97,97.03,13.49731636,0.13720953232850475
Turkiye,TUR,2008,830.845515993442,3.74,96.26,11.25649643,0.11315789046094847
Ukraine,UKR,2008,493.712551015265,5.83,94.17,6.77591944,0.1879835498752623
United States,USA,2008,7364.93852233971,4.56,95.44,18.201231,0.06998215615196572
Viet Nam,VNM,2008,211.215031699394,14.55,85.45,8.12048721,0.23791074200681772
South Africa,ZAF,2008,895.346293557967,2.93,97.07,13.01471424,0.0978708688113308
Armenia,ARM,2009,598.690644088707,9.74,90.26,6.34490108,0.20075354586930733
Australia,AUS,2009,3545.91580074301,2.33,97.67,15.88237,0.0831242460592066
Belgium,BEL,2009,4010.79218849231,11.45,88.55,14.38507843,0.08854740668939087
Burkina Faso,BFA,2009,70.6610282519379,3.52,96.48,7.62939405,0.41137092894180516
Belarus,BLR,2009,756.308025796097,3.53,96.47,6.73101664,0.18923759338678425
Botswana,BWA,2009,773.701880162555,1.0,99.0,6.25206232,0.5405309452166123
Canada,CAN,2009,4135.87675541776,4.4,95.6,17.32548904,0.07351950568663414
Switzerland,CHE,2009,5376.38982986911,9.05,90.95,9.97373199,0.12771161199008632
Cyprus,CYP,2009,2221.2153603373,16.05,83.95,6.12379742,0.20800188226997166
Czechia,CZE,2009,2015.82280237493,2.19,97.81,13.54469585,0.11347396631816564
Spain,ESP,2009,2955.29403383697,5.54,94.46,14.7896204,0.08612536059410933
Georgia,GEO,2009,671.538278027402,26.06,73.94,5.88417959,0.21647221511809767
Croatia,HRV,2009,1632.66807796462,2.46,97.54,13.51784134,0.09422816542689172
Indonesia,IDN,2009,221.317461135779,3.5,96.5,5.41294384,0.30081709691383357
India,IND,2009,137.832924244441,13.97,86.03,3.1219337,0.5041878421387462
Ireland,IRL,2009,4377.33388396938,5.59,94.41,17.30187988,0.0736198262174045
"Iran, Islamic Rep.",IRN,2009,1019.30810861941,13.72,86.28,12.3770647,0.10291304286387051
Israel,ISR,2009,2005.12422766386,12.37,87.63,9.99987602,0.12737771822895028
Kazakhstan,KAZ,2009,604.017205076549,2.65,97.35,11.36352253,0.12728004992502367
Kyrgyz Republic,KGZ,2009,213.318574250138,3.97,96.03,10.6962328,0.1980755484058601
Cambodia,KHM,2009,180.060072048816,18.77,81.23,5.96768332,0.3076819679957792
"Korea, Rep.",KOR,2009,1774.55079351671,12.11,87.89,10.08799362,0.12626508679334422
Sri Lanka,LKA,2009,307.323766913595,4.69,95.31,7.83871508,0.2114815945860123
Latvia,LVA,2009,1027.84755532368,15.46,84.53999999999999,8.06122971,0.158010804284598
Moldova,MDA,2009,539.448048941415,16.53,83.47,12.87592316,0.12512722779010854
Maldives,MDV,2009,1246.25421091543,19.83,80.17,15.74485779,0.08090015209975415
North Macedonia,MKD,2009,715.295820862808,5.27,94.73,12.19207191,0.1124320791537357
Mali,MLI,2009,85.4614217296957,4.41,95.59,2.92606354,0.6348173872208208
Mongolia,MNG,2009,320.582945927231,1.84,98.16,8.74871159,0.23762026685406817
Namibia,NAM,2009,790.02046121138,1.22,98.78,13.49217892,0.22522750399221478
Nigeria,NGA,2009,167.29287939511,24.77,75.23,3.69395757,0.42121520775224147
Nicaragua,NIC,2009,298.184161231995,16.18,83.82,16.76971817,0.12845511145953734
Peru,PER,2009,446.02163620985,10.64,89.36,11.67159462,0.14356353930920118
Philippines,PHL,2009,214.775827535002,4.5,95.5,6.64473581,0.26942956183355293
Poland,POL,2009,1267.95639009306,14.4,85.6,10.49800205,0.12133369606267122
West Bank and Gaza,PSE,2009,381.552064533282,8.89,91.11,8.17275143,0.18773390557813907
Romania,ROU,2009,874.741534913346,12.15,87.85,10.44604111,0.12193723694813216
Sudan,SDN,2009,238.635902014846,18.36,81.64,14.01954556,0.15530225602917053
Serbia,SRB,2009,1169.15938066497,8.3,91.7,13.46972656,0.09456475484681247
Slovak Republic,SVK,2009,1835.70926035238,4.48,95.52,13.17728996,0.09666338024484054
Thailand,THA,2009,433.026646176125,3.22,96.78,12.45869255,0.1409446651846506
Tajikistan,TJK,2009,127.116609488583,15.38,84.62,4.59137583,0.4121210733179775
Turkiye,TUR,2009,843.466123168682,3.59,96.41,11.8805933,0.10721361785862983
Uganda,UGA,2009,117.703625454614,16.77,83.23,7.03290558,0.31083664742498057
Ukraine,UKR,2009,508.99051432093,6.83,93.17,7.91855955,0.16488390577428322
United States,USA,2009,7614.82434448835,4.7,95.3,18.22518158,0.06989018926416589
Armenia,ARM,2010,680.693748561581,17.52,82.48,6.43608856,0.19790923914819403
Bangladesh,BGD,2010,64.837141432994,14.22,85.78,4.43941641,0.5077760513890415
Bulgaria,BGR,2010,1057.35085846301,12.84,87.16,10.84995937,0.11739780275324647
Belarus,BLR,2010,867.113271693257,4.44,95.56,8.68532658,0.14665670637338285
Switzerland,CHE,2010,5437.63100515866,8.15,91.85,10.25540829,0.12420386921523456
Czechia,CZE,2010,2108.1628537198,1.95,98.05,14.69500732,0.1298780908494363
Germany,DEU,2010,4301.94597121756,1.53,98.47,17.12050629,0.1494605614323308
Denmark,DNK,2010,4560.71864377435,2.93,97.07,15.79938507,0.08062094723032129
Spain,ESP,2010,2922.45425954828,5.7,94.3,14.74666214,0.08637625097173379
Estonia,EST,2010,1423.47459356654,8.79,91.21000000000001,11.89297581,0.10710199115422236
United Kingdom,GBR,2010,3571.77385068927,1.73,98.27,17.96255302,0.12521509982719584
Georgia,GEO,2010,676.195197328827,24.96,75.03999999999999,6.15339756,0.20700131554639867
"Gambia, The",GMB,2010,93.3813316866521,0.61,99.39,6.30897522,0.6313648985715181
Guinea-Bissau,GNB,2010,66.7221573057338,6.26,93.74,2.52350521,0.7614767497492508
Greece,GRC,2010,2678.7488914962,14.64,85.36,12.48673058,0.10200919943289082
Croatia,HRV,2010,1599.12012876857,2.8,97.2,13.77554512,0.09246540727819866
Indonesia,IDN,2010,233.134813024442,3.45,96.55,3.91489625,0.3474200144729091
"Iran, Islamic Rep.",IRN,2010,1109.26115388183,13.72,86.28,12.52360535,0.10170884137609755
Israel,ISR,2010,2096.7344661811,9.71,90.28999999999999,10.65287113,0.11956977367471469
Italy,ITA,2010,3112.51426490727,9.29,90.71000000000001,13.98853397,0.09105753274301132
Jordan,JOR,2010,769.363913439253,2.29,97.71,17.02058601,0.09297575428558723
Japan,JPN,2010,3199.56734792397,9.1,90.9,18.93296623,0.06727743421322308
Kazakhstan,KAZ,2010,510.116936342919,3.37,96.63,8.20522785,0.16201715186876675
"Korea, Rep.",KOR,2010,1948.68754817183,12.7,87.3,11.28867626,0.11283531927595485
Lesotho,LSO,2010,165.19003187928,4.51,95.49,7.1979928,0.27910968406459624
Luxembourg,LUX,2010,6078.01598552864,3.38,96.62,13.62410641,0.0934932062087441
Latvia,LVA,2010,1067.80755544591,17.18,82.82,7.99293184,0.15936097235629565
Moldova,MDA,2010,520.440903516068,18.11,81.89,13.62691975,0.12299326633734804
Madagascar,MDG,2010,68.7674458693313,1.64,98.36,15.20979691,0.33979809393774996
Mexico,MEX,2010,873.354024114533,2.88,97.12,10.41032505,0.12235558293158189
North Macedonia,MKD,2010,763.919647502593,7.88,92.12,12.50852871,0.10729451568954622
Mongolia,MNG,2010,285.487478792189,1.33,98.67,7.74286652,0.37046978496325217
Malawi,MWI,2010,72.5293167596143,1.64,98.36,5.77464294,0.5591785793815642
Nigeria,NGA,2010,149.82187000862,18.87,81.13,2.70293093,0.5221913686034204
Pakistan,PAK,2010,91.9802917277889,3.04,96.96,2.88974142,0.632546275594673
Peru,PER,2010,462.356126766327,11.3,88.7,11.6243124,0.14174252647160324
Poland,POL,2010,1351.69377197768,13.46,86.53999999999999,9.98204041,0.12760531291016874
West Bank and Gaza,PSE,2010,337.289202306835,6.04,93.96,9.46368885,0.18215465962163815
Romania,ROU,2010,976.408782791312,12.26,87.74,11.44624329,0.11128204754417723
Russian Federation,RUS,2010,1083.14717603532,3.8,96.2,8.59383297,0.14821807620028643
Sao Tome and Principe,STP,2010,158.173156785954,0.86,99.14,4.10028458,0.8770594855073488
Slovak Republic,SVK,2010,1947.52381787727,3.78,96.22,13.26732349,0.0960074118159608
Slovenia,SVN,2010,2384.84009606316,4.59,95.41,12.32549,0.10334367152948885
Thailand,THA,2010,438.416635712583,2.77,97.23,11.56414127,0.14738509901989907
Tunisia,TUN,2010,592.09388729777,16.69,83.31,13.03182125,0.11922030337062568
Turkiye,TUR,2010,868.316172682507,3.84,96.16,11.03767395,0.11540125172840406
Ukraine,UKR,2010,554.799896827547,6.91,93.09,7.50049877,0.16982355828051143
Viet Nam,VNM,2010,273.312143054933,11.32,88.68,8.6057291,0.20940484901493106
Zambia,ZMB,2010,128.06586443791,0.29,99.71,8.63391781,0.5187352692618278
Armenia,ARM,2011,740.428516428546,12.8,87.2,6.70101976,0.1900847088384055
Benin,BEN,2011,67.914803193234,6.67,93.33,4.4236145,0.5040758450931526
Bosnia and Herzegovina,BIH,2011,918.466395434662,8.56,91.44,13.38013935,0.09519791660465761
Belarus,BLR,2011,806.445500593522,4.63,95.37,7.66490793,0.16618091197345913
Switzerland,CHE,2011,5807.66330768651,9.19,90.81,10.50000191,0.12131058650445566
Chile,CHL,2011,1368.16889903117,11.35,88.65,14.01050568,0.09091473349304503
"Congo, Rep.",COG,2011,90.6888917254084,4.58,95.42,2.33683133,0.7124434682130648
Czechia,CZE,2011,2186.79021824358,2.05,97.95,14.7419138,0.11896221299715405
Ecuador,ECU,2011,645.234484268013,18.37,81.63,7.96525431,0.15991471714856048
Spain,ESP,2011,2955.81044047874,5.66,94.34,14.59857368,0.08725245478913121
Ethiopia,ETH,2011,49.0745651893731,1.88,98.12,2.09114432,0.9999999999999942
Georgia,GEO,2011,655.431030154597,23.97,76.03,5.04166079,0.25264718176329337
Guatemala,GTM,2011,409.439636459184,9.36,90.64,13.75957489,0.13410950842668382
Indonesia,IDN,2011,267.164669784463,3.87,96.13,3.96251845,0.3214524818174668
India,IND,2011,144.61488083058,17.91,82.09,3.38130069,0.4721722301305079
"Iran, Islamic Rep.",IRN,2011,1127.31973113408,14.12,85.88,12.02372837,0.10593730586746461
Israel,ISR,2011,2215.29927023316,11.18,88.82,10.64939976,0.1196087496672203
Japan,JPN,2011,3790.28761643492,9.2,90.8,21.69265366,0.05871856020772344
Kazakhstan,KAZ,2011,524.635376244032,1.83,98.17,8.67686558,0.24137219183160957
"Korea, Rep.",KOR,2011,2036.70051672296,12.28,87.72,11.05072784,0.11526493172598128
Latvia,LVA,2011,1093.86833709592,18.6,81.4,8.57539368,0.14853678297834144
Moldova,MDA,2011,505.158272894344,15.63,84.37,13.03699017,0.1277861977755868
Mali,MLI,2011,69.0869406398731,2.56,97.44,2.94121718,0.7019666355848659
Montenegro,MNE,2011,1130.10461553542,9.31,90.69,10.73071766,0.1187023487485923
Mongolia,MNG,2011,322.557747961667,1.75,98.25,5.62042999,0.39467035658175176
Niger,NER,2011,51.7689400933368,6.63,93.37,8.29973888,0.3776698492334341
Pakistan,PAK,2011,86.5621016605373,3.76,96.24,2.54319167,0.6902106769546946
Peru,PER,2011,472.072171711646,11.23,88.77,11.69203568,0.14002245606238928
Poland,POL,2011,1424.48794440508,13.9,86.1,10.05437851,0.126687232704948
Portugal,PRT,2011,2601.13011709974,18.38,81.62,12.53102016,0.10164865858774522
Paraguay,PRY,2011,666.169031873887,10.54,89.46000000000001,15.79585648,0.10170158937444378
Romania,ROU,2011,839.334375104012,13.02,86.98,8.84608936,0.1439914676602363
Russian Federation,RUS,2011,1084.95908851364,3.91,96.09,9.03166866,0.141032785629228
Senegal,SEN,2011,113.148288681585,3.33,96.67,5.62811661,0.3800769369845051
Sierra Leone,SLE,2011,133.202480055863,37.09,62.91,5.35433006,0.3660168418076449
Chad,TCD,2011,68.2025976259662,8.69,91.31,3.68802667,0.5783401704691398
Togo,TGO,2011,70.9298014883072,11.12,88.88,5.66925287,0.4101838496767265
Thailand,THA,2011,471.989452248536,2.2,97.8,12.84227848,0.13598730400826822
Turkiye,TUR,2011,911.680488963861,3.35,96.65,11.22104549,0.11351539311868508
Tanzania,TZA,2011,107.659844048477,5.64,94.36,6.76211929,0.32706533988535724
Ukraine,UKR,2011,599.452240979614,7.01,92.99,7.49281168,0.1699977851305079
United States,USA,2011,8015.78094831055,4.72,95.28,18.92724228,0.06729778016029003
Albania,ALB,2012,646.010453356754,16.72,83.28,8.69734573,0.1464540366156054
Armenia,ARM,2012,845.259885596716,13.9,86.1,7.04075432,0.18091263124772666
Belarus,BLR,2012,948.564247815388,5.73,94.27,8.85453033,0.14385420146841393
Bhutan,BTN,2012,262.178395609454,4.01,95.99,6.45828485,0.25290433688130093
Switzerland,CHE,2012,6141.69828106055,9.39,90.61,10.86467552,0.11723878800201823
"Congo, Dem. Rep.",COD,2012,20.8689555172552,4.82,95.18,3.87759209,0.929327724581542
Costa Rica,CRI,2012,1153.18506189664,7.82,92.18,31.73282051,0.05390195805474884
Czechia,CZE,2012,2222.76234717878,2.1,97.9,14.37806797,0.1165884241067751
Djibouti,DJI,2012,118.531318557967,2.25,97.75,7.13329363,0.3586648061847255
"Egypt, Arab Rep.",EGY,2012,487.155387906785,26.2,73.8,4.38540936,0.2904543875922225
Spain,ESP,2012,2935.21069675129,5.63,94.37,13.35083103,0.0954068991763727
Finland,FIN,2012,3918.01100832372,6.28,93.72,13.77991772,0.09243606644699157
Georgia,GEO,2012,776.949362323195,23.31,76.69,5.50601006,0.2313401857460452
Ghana,GHA,2012,196.590909302413,1.48,98.52,8.9727478,0.2968898038412793
Guinea,GIN,2012,60.6597939264606,6.97,93.03,2.63003397,0.7627382359504964
Haiti,HTI,2012,157.489333218941,9.43,90.57,2.78391457,0.5017544531803951
Indonesia,IDN,2012,277.738478849921,3.45,96.55,4.07335424,0.3127057739029352
"Iran, Islamic Rep.",IRN,2012,999.486134484079,13.87,86.13,15.60608864,0.08382826107349625
Iraq,IRQ,2012,387.9416074278,3.7,96.3,2.3523643,0.5414813470855652
Israel,ISR,2012,2344.71563857451,10.58,89.42,10.80281639,0.11791012121423246
Japan,JPN,2012,4003.80479205547,9.3,90.7,22.22449875,0.057313391151285316
Kazakhstan,KAZ,2012,648.977936893201,1.91,98.09,9.44636345,0.2085978407119831
"Korea, Rep.",KOR,2012,2114.10783410827,12.34,87.66,10.98243332,0.11598170941592408
Lebanon,LBN,2012,1129.16517099988,26.6,73.4,10.07938385,0.1263729419333503
Sri Lanka,LKA,2012,338.898230427522,5.78,94.22,8.06339073,0.19952964050530797
Luxembourg,LUX,2012,5175.36534085332,3.59,96.41,10.58925629,0.12028808776711478
Latvia,LVA,2012,1146.00607319404,17.77,82.23,8.40603542,0.15152938648930925
Moldova,MDA,2012,538.928364491218,16.31,83.69,13.17397022,0.1235717050797677
Madagascar,MDG,2012,57.242961562924,2.87,97.13,12.93699551,0.3556196228910955
Mexico,MEX,2012,976.112779671033,2.52,97.48,10.65864182,0.11950503746264336
Montenegro,MNE,2012,1126.42214768253,7.78,92.22,11.60591507,0.10975105214172486
Mongolia,MNG,2012,397.852535747013,2.16,97.84,6.50338697,0.24347605484027357
Mauritius,MUS,2012,709.137725521315,5.59,94.41,8.31904316,0.15311392975150748
Nigeria,NGA,2012,159.705271406325,16.88,83.12,3.66798377,0.43181777720294784
Peru,PER,2012,510.377265584211,11.71,88.28999999999999,12.24156475,0.13189219424976276
Philippines,PHL,2012,254.563194022443,6.13,93.87,6.20142746,0.262119770286884
Poland,POL,2012,1477.89280512492,13.93,86.07,10.07476521,0.12643087590127638
Romania,ROU,2012,891.506628679956,11.99,88.01,9.60762787,0.13257813554346187
Russian Federation,RUS,2012,1190.65379224731,3.05,96.95,9.24172211,0.1378272766524455
Slovenia,SVN,2012,2533.16029226746,4.17,95.83,12.45778847,0.10224618864474852
Thailand,THA,2012,514.935772168288,2.52,97.48,12.64099789,0.13105828056763535
Turkiye,TUR,2012,916.517323310264,3.06,96.94,10.30854511,0.12356364321133573
Uganda,UGA,2012,137.743790303745,15.74,84.26,7.05044317,0.298216492854249
Ukraine,UKR,2012,654.561052533931,7.69,92.31,7.64040852,0.1667137806395726
United States,USA,2012,8262.29308300491,4.99,95.01,19.64053917,0.06485368751717348
Viet Nam,VNM,2012,318.953561520804,9.14,90.86,9.5150404,0.18557051698112711
Afghanistan,AFG,2013,184.226283879341,14.63,85.37,1.77506959,0.7175839173719359
Armenia,ARM,2013,1009.29482915641,16.05,83.95,5.78087997,0.22034039741530884
Burundi,BDI,2013,59.3087631704916,3.29,96.71,4.43170166,0.5922586977121705
Belarus,BLR,2013,1080.54208098632,7.02,92.98,8.74394131,0.14567359784806191
Bolivia,BOL,2013,367.351171499099,10.08,89.92,9.20546436,0.17873707626115215
Switzerland,CHE,2013,6530.66238112341,7.5,92.5,10.55523682,0.12067577560993079
China,CHN,2013,563.056307637782,18.85,81.15,9.41684246,0.14412660518210108
Czechia,CZE,2013,2309.5387577344,2.27,97.73,14.84314823,0.09520266817750785
Ecuador,ECU,2013,765.689002022544,10.31,89.69,8.26161385,0.154178277165544
Spain,ESP,2013,2973.0430342622,5.93,94.07,13.88056183,0.091765838126741
United Kingdom,GBR,2013,3993.16150484047,1.64,98.36,18.97663307,0.12586683772561819
Georgia,GEO,2013,843.653328927762,24.61,75.39,6.85161304,0.18590679049790604
Haiti,HTI,2013,124.901867518483,11.54,88.46000000000001,2.99846768,0.5386723578880338
Indonesia,IDN,2013,283.090364901469,3.74,96.26,4.34042978,0.29842421274407843
"Iran, Islamic Rep.",IRN,2013,892.215673040316,15.81,84.19,16.34275436,0.08703119370196588
Israel,ISR,2013,2514.02722792017,10.84,89.16,10.91187763,0.11673164172021595
Japan,JPN,2013,4196.74867143611,9.1,90.9,22.21854019,0.057328761435609187
Kazakhstan,KAZ,2013,632.541101474376,1.81,98.19,9.324193,0.22793606101122918
"Korea, Rep.",KOR,2013,2190.77860540843,12.31,87.69,11.52522659,0.11051942276824228
Lao PDR,LAO,2013,125.310530168583,13.49,86.51,2.94007111,0.5438637138004984
Luxembourg,LUX,2013,5346.19664668479,3.33,96.67,10.64737415,0.11963150463722584
Latvia,LVA,2013,1217.72892723867,18.04,81.96000000000001,8.42068386,0.15126578923721742
Morocco,MAR,2013,401.27846681529,13.4,86.6,6.00545788,0.21282846282707807
Moldova,MDA,2013,580.869960702299,16.05,83.95,12.49917507,0.12301340529973112
Montenegro,MNE,2013,1235.67971186631,9.13,90.87,10.68526936,0.11920723260082637
Malawi,MWI,2013,123.972172016742,6.62,93.38,7.15567255,0.30297307384517624
Malaysia,MYS,2013,825.146980637971,1.1,98.9,6.81631851,0.4730712545742307
Nepal,NPL,2013,123.069881376699,10.31,89.69,4.88382769,0.3996424445190149
Pakistan,PAK,2013,100.862315440971,5.61,94.39,3.24930596,0.5593013558041693
Peru,PER,2013,537.124552732904,10.47,89.53,12.31632423,0.12850870111707513
Poland,POL,2013,1575.0455734278,13.29,86.71000000000001,10.49304199,0.12139105048983038
Romania,ROU,2013,1026.13185618891,12.55,87.45,11.520751,0.11056235743659458
Russian Federation,RUS,2013,1314.77490035272,4.84,95.16,9.14695454,0.1392552444018159
Rwanda,RWA,2013,102.444239012266,1.63,98.37,8.30411816,0.3933189536342719
Saudi Arabia,SAU,2013,2655.67011143147,1.73,98.27,8.74786663,0.25711215827632433
Singapore,SGP,2013,3067.23108647111,9.01,90.99,13.96146393,0.09123408522103345
Serbia,SRB,2013,1359.00886915427,9.03,90.97,13.17477703,0.09668181762010421
Seychelles,SYC,2013,832.788647411511,2.56,97.44,8.47202492,0.15034910803826995
Thailand,THA,2013,525.427084250664,2.2,97.8,12.16323185,0.13323834998348086
Tajikistan,TJK,2013,191.949695449078,7.57,92.43,6.86730862,0.27464328077827854
Turkiye,TUR,2013,974.66536298297,3.64,96.36,10.16183186,0.1253476152281071
Ukraine,UKR,2013,728.5452748612,7.21,92.79,6.94465542,0.18341606789181752
United States,USA,2013,8412.25161694737,4.77,95.23,20.36149597,0.06255735786195261
Armenia,ARM,2014,1021.96694214014,19.47,80.53,6.27526045,0.20298143800549348
Burkina Faso,BFA,2014,83.0704098408653,3.13,96.87,7.77367115,0.3910975873984312
Belarus,BLR,2014,1023.12317355307,6.47,93.53,8.68483829,0.14666495189284606
Bolivia,BOL,2014,415.513214249279,6.25,93.75,8.95201874,0.17185420636185986
Canada,CAN,2014,4678.0342602899,3.5,96.5,18.96989441,0.06714646705300245
Switzerland,CHE,2014,6768.53336961043,8.7,91.3,10.79354095,0.11801144739252592
Cote d'Ivoire,CIV,2014,152.132339320008,12.43,87.57,5.11125422,0.36099251635333957
Cameroon,CMR,2014,148.577059314443,10.71,89.28999999999999,2.9397316,0.5026292850809821
Comoros,COM,2014,153.886821992236,8.81,91.19,3.81965494,0.4290095956417503
Czechia,CZE,2014,2471.6316360658,2.05,97.95,14.96242809,0.11720896360611287
Spain,ESP,2014,3087.21593037643,6.39,93.61,14.09342861,0.09037980928900419
United Kingdom,GBR,2014,4118.59961759167,2.03,97.97,19.27662277,0.09258346091067181
Guatemala,GTM,2014,485.020915257109,11.45,88.55,16.46030045,0.11249689125748812
Indonesia,IDN,2014,298.350836609965,4.38,95.62,5.40550184,0.26167740867009553
"Iran, Islamic Rep.",IRN,2014,1050.12262271797,15.96,84.03999999999999,23.14384651,0.0671716160898788
Japan,JPN,2014,4236.89480951135,9.1,90.9,22.57162476,0.05643197614454738
Kazakhstan,KAZ,2014,712.678284811402,1.93,98.07,10.03429031,0.19328972922595908
Cambodia,KHM,2014,181.505816559127,13.16,86.84,6.16770315,0.3003664622613279
"Korea, Rep.",KOR,2014,2322.1120535281,12.85,87.15,11.73864746,0.10851006424210306
Liberia,LBR,2014,134.373041564772,22.33,77.67,2.46118927,0.5778881967592286
Luxembourg,LUX,2014,5573.94465329028,2.97,97.03,10.8537426,0.1173568820399324
Latvia,LVA,2014,1296.14950056518,18.84,81.16,8.37547684,0.15208225326547445
Moldova,MDA,2014,606.256565287148,16.34,83.66,12.75728226,0.11927549187138567
Mexico,MEX,2014,1007.54661974902,2.62,97.38,10.34577084,0.12311904155804818
Mali,MLI,2014,82.346286844008,3.46,96.54,4.45473289,0.4909955717993223
Montenegro,MNE,2014,1211.21894951398,8.86,91.14,10.98364925,0.11596886981801596
Mongolia,MNG,2014,466.776719046787,3.04,96.96,7.48502493,0.17731317436666483
Mozambique,MOZ,2014,72.7491636302105,1.61,98.39,4.31728172,0.6292894923709013
Mauritania,MRT,2014,134.014205568576,11.66,88.34,5.24069929,0.3706804533122443
Nicaragua,NIC,2014,404.262174316513,24.73,75.27,16.91161156,0.1173352677666168
Nepal,NPL,2014,147.250089359703,10.2,89.8,5.26823664,0.3580089504388583
Peru,PER,2014,573.868653766108,9.17,90.83,13.09590244,0.12059908553828098
Poland,POL,2014,1626.76685300068,13.54,86.46000000000001,10.47100353,0.12164654384372996
Russian Federation,RUS,2014,1345.72476034453,4.87,95.13,9.16428947,0.13899183282782074
Sudan,SDN,2014,241.838955768538,12.46,87.53999999999999,10.61807156,0.18963688025835074
Thailand,THA,2014,566.132021162177,2.14,97.86,12.66222954,0.12925715505880964
Tajikistan,TJK,2014,212.930415363976,8.42,91.58,7.56245518,0.2487736892579212
Timor-Leste,TLS,2014,217.407250451264,2.61,97.39,3.71855545,0.3695062428167459
Trinidad and Tobago,TTO,2014,1477.67273285456,3.88,96.12,7.47479582,0.17040751622831674
Turkiye,TUR,2014,1031.17203598621,3.69,96.31,10.29003143,0.1237859571824457
Ukraine,UKR,2014,717.734371300855,7.76,92.24,7.71915102,0.16501314544821521
United States,USA,2014,8796.33933361209,4.9,95.1,21.47860718,0.059303723901896144
Viet Nam,VNM,2014,342.281132872247,9.82,90.18,9.12324142,0.18506644935519012
"Yemen, Rep.",YEM,2014,181.918965324669,15.83,84.17,2.82031083,0.4620622634200252
South Africa,ZAF,2014,1051.53110465942,1.03,98.97,14.9161272,0.2234483836727702
Armenia,ARM,2015,1015.35194765081,22.43,77.57,6.11530304,0.20829080450606804
Australia,AUS,2015,4760.54357572354,2.47,97.53,18.28901672,0.06964624777269014
Benin,BEN,2015,74.3508582501171,5.55,94.45,3.25478005,0.6181080733738049
Bulgaria,BGR,2015,1388.45076597855,13.07,86.93,10.23375225,0.12446670183949417
Bahrain,BHR,2015,2283.39810616744,4.88,95.12,8.8659935,0.14366820706557074
Bosnia and Herzegovina,BIH,2015,1120.60829265156,8.18,91.82,14.9841013,0.08500752661088858
Belarus,BLR,2015,1096.81250685851,8.32,91.68,8.82638741,0.14431288032483938
Bolivia,BOL,2015,468.504622088813,6.02,93.98,9.67435074,0.15589204341833157
Botswana,BWA,2015,863.173293373375,4.32,95.68,10.41588783,0.12229023687556319
Canada,CAN,2015,4773.7481512308,3.3,96.7,19.06813622,0.0668005186927493
Switzerland,CHE,2015,7166.58637587459,7.95,92.05,10.92490101,0.11659248800827247
Cyprus,CYP,2015,2136.11670471907,14.74,85.26,6.62951279,0.19213499247204913
Czechia,CZE,2015,2489.06836173485,2.16,97.84,14.75402832,0.10732113075927716
"Egypt, Arab Rep.",EGY,2015,581.864496371668,31.22,68.78,5.05797672,0.2518321970449875
Spain,ESP,2015,3233.04254906521,7.02,92.98,14.77256393,0.08622480133006938
Ethiopia,ETH,2015,62.4177160410784,2.12,97.88,5.57211685,0.5906583976776831
Georgia,GEO,2015,1043.96680383389,29.06,70.94,9.60857868,0.1325650163693095
"Gambia, The",GMB,2015,63.2149503666416,0.2,99.8,5.0990448,0.9056722948589004
Hungary,HUN,2015,1842.37776890944,12.48,87.52,9.2215929,0.1381281307701194
Indonesia,IDN,2015,293.233792506128,3.61,96.39,6.57872438,0.23823270458434567
"Iran, Islamic Rep.",IRN,2015,1147.52076688832,17.03,82.97,25.84053993,0.060753599658742
Israel,ISR,2015,2620.64548850889,11.63,88.37,11.64865208,0.10934839338080742
Japan,JPN,2015,4392.67629747452,9.2,90.8,23.15028763,0.055021406660595955
Kazakhstan,KAZ,2015,683.639620397393,2.54,97.46,8.39476204,0.1517328762781698
Kenya,KEN,2015,175.250024188806,5.19,94.81,8.07448006,0.2529176929127914
"Korea, Rep.",KOR,2015,2573.42287690324,13.51,86.49,12.11640549,0.10512700248033616
Luxembourg,LUX,2015,5546.68241910198,3.35,96.65,10.63425922,0.11977904277567591
Latvia,LVA,2015,1405.77567653213,19.42,80.58,8.5845499,0.14837835469976074
Moldova,MDA,2015,623.654913006427,18.49,81.51,12.21473503,0.12037213647141633
Mali,MLI,2015,80.5693365319561,2.13,97.87,4.39033413,0.5521671196654934
Malta,MLT,2015,3380.96255732967,15.94,84.06,13.9868679,0.09106837921876704
