Country Name,Country Code,Year,DEA_Efficiency,FPE,CHE_PPP,OOP_pct
Israel,ISR,2010,0.07912748140907767,90.28999999999999,2096.7344661811,23.8116951
Italy,ITA,2010,0.05697595812898688,90.71000000000001,3112.51426490727,20.54892731
Jordan,JOR,2010,0.17516174092608067,97.71,769.363913439253,21.85514641
Japan,JPN,2010,0.05712088707699086,90.9,3199.56734792397,14.57035923
Kazakhstan,KAZ,2010,0.20697564641485322,96.63,510.116936342919,27.29583359
"Korea, Rep.",KOR,2010,0.07630273488266225,87.3,1948.68754817183,38.7785759
Lesotho,LSO,2010,0.3624318995413518,95.49,165.19003187928,23.46018219
Luxembourg,LUX,2010,0.03141590325988853,96.62,6078.01598552864,10.23186111
Latvia,LVA,2010,0.11787632859067973,82.82,1067.80755544591,37.18564987
Moldova,MDA,2010,0.16785915961428138,81.89,520.440903516068,40.43186188
Madagascar,MDG,2010,0.45978786441979586,98.36,68.7674458693313,36.15040588
Mexico,MEX,2010,0.12486799543796855,97.12,873.354024114533,43.50876617
North Macedonia,MKD,2010,0.14320398204902726,92.12,763.919647502593,37.78863525
Mongolia,MNG,2010,0.2668082353935636,98.67,285.487478792189,28.05504799
Malawi,MWI,2010,0.7919638141511821,98.36,72.5293167596143,10.92772293
Nigeria,NGA,2010,0.2129644286388406,81.13,149.82187000862,76.87748718
Pakistan,PAK,2010,0.2984708392434675,96.96,91.9802917277889,67.75833893
Peru,PER,2010,0.17901013385370465,88.7,462.356126766327,39.51519012
Poland,POL,2010,0.11324358907317543,86.53999999999999,1351.69377197768,23.7143631
West Bank and Gaza,PSE,2010,0.2145326844598438,93.96,337.289202306835,36.0
Romania,ROU,2010,0.15190311654581667,87.74,976.408782791312,19.63123703
Russian Federation,RUS,2010,0.11890984487985744,96.2,1083.14717603532,35.32572556
Sao Tome and Principe,STP,2010,0.34411341083537983,99.14,158.173156785954,25.69589424
