Country Name,Country Code,n_obs,mean_residual,mean_che,mean_oop,mean_gov,year_min,year_max,WGI_composite,WGI_GE,WGI_CC,WGI_RL,GINI_mean,WB_Region,Region_East Asia & Pacific,Region_Europe & Central Asia,Region_Latin America & Caribbean,"Region_Middle East, North Africa, Afghanistan & Pakistan",Region_North America,Region_South Asia
Spain,ESP,14,-0.9457528366345604,6.273571428571429,22.779065813571428,14.646968841428572,2006,2019,0.9439324373015872,1.137604257142857,1.0038504428571429,1.0467732904761906,34.57,Europe & Central Asia,False,True,False,False,False,False
Sri Lanka,LKA,5,-5.058035542245054,5.548,47.358073424,8.832767774,2005,2016,-0.3033309206349206,-0.1764883523809523,-0.2394870619047619,-0.0845786095238095,38.61666666666667,South Asia,False,False,False,False,False,True
Sudan,SDN,2,1.1707172295918884,15.41,59.75380325500001,12.31880856,2009,2014,-1.5635849674603175,-1.3232708476190476,-1.4046216476190476,-1.4399802952380951,34.8,Sub-Saharan Africa,False,False,False,False,False,False
Switzerland,CHE,12,2.2287572328995546,8.445833333333333,24.051713625,10.420112290833332,2006,2017,1.7847681261904762,1.9785766142857144,2.141642480952381,1.8579491571428572,32.9,Europe & Central Asia,False,True,False,False,False,False
Syrian Arab Republic,SYR,2,-4.792326557785424,6.21,51.62469673,7.1847441199999995,2003,2007,-1.3711217253968255,-1.168015380952381,-1.2596685809523809,-1.2388767523809523,39.333333333333336,"Middle East, North Africa, Afghanistan & Pakistan",False,False,False,True,False,False
Tajikistan,TJK,7,-4.28909772726425,9.375714285714285,65.99029813428571,6.063696385714286,2007,2018,-1.0894083531746033,-1.0331896333333332,-1.250007342857143,-1.1457246761904762,32.61666666666667,Europe & Central Asia,False,True,False,False,False,False
Tanzania,TZA,4,-2.2941723959729567,4.297499999999999,28.92317629,8.2788559175,2000,2018,-0.466054311111111,-0.5229223952380953,-0.4879329523809523,-0.4495246571428571,38.974999999999994,Sub-Saharan Africa,False,False,False,False,False,False
Thailand,THA,19,-2.191189257405622,2.7442105263157894,15.306327517894736,12.23328214,2000,2021,-0.2465822436507936,0.1586778952380952,-0.3560199,-0.1488700571428571,38.421052631578945,East Asia & Pacific,True,False,False,False,False,False
Timor-Leste,TLS,2,0.9345066587442267,2.485,13.082992315,2.49615842,2007,2014,-0.612704719047619,-0.98880126,-0.5150656299999999,-0.8390838238095238,30.8,East Asia & Pacific,True,False,False,False,False,False
Togo,TGO,4,2.021628873063806,15.475,66.85493087500001,4.7571116675,2006,2018,-0.915053057936508,-1.2786096142857144,-0.8321149333333333,-0.881267119047619,42.32,Sub-Saharan Africa,False,False,False,False,False,False
Tunisia,TUN,4,9.385389168376072,19.47,40.630794525,11.7760036,2000,2015,-0.1673099023809523,0.2175570428571428,-0.1094595523809523,-0.1620462714285713,36.7,"Middle East, North Africa, Afghanistan & Pakistan",False,False,False,True,False,False
Uganda,UGA,5,6.433957703403685,15.530000000000001,42.716444396,7.0289819719999995,2002,2016,-0.6729644960317459,-0.4876999333333333,-0.9181354,-0.5630002809523809,43.13333333333333,Sub-Saharan Africa,False,False,False,False,False,False
Ukraine,UKR,18,-1.4553763742703605,8.182777777777778,43.844891018333335,8.050946077222223,2002,2019,-0.6528935460317459,-0.6957594523809524,-1.0483769476190476,-0.7102487571428571,26.410526315789475,Europe & Central Asia,False,True,False,False,False,False
United Kingdom,GBR,10,-4.911147141394351,2.057,15.245759011,19.052051542999997,2000,2020,1.4147309007936508,1.5815066095238093,1.689501776190476,1.5435786142857144,34.25,Europe & Central Asia,False,True,False,False,False,False
United States,USA,20,-1.6309935488781133,5.0,12.6326673505,19.746528243500002,2000,2021,1.2342808555555556,1.5780887523809524,1.3136660333333334,1.406748938095238,40.96818181818182,North America,False,False,False,False,True,False
Uruguay,URY,2,-4.197326513936524,3.325,21.190552715000003,16.762543205,2005,2016,0.8741676325396824,0.5747924238095238,1.2195444285714283,0.7866441142857143,42.695454545454545,Latin America & Caribbean,False,False,True,False,False,False
Uzbekistan,UZB,3,-5.500809067979888,7.0,60.64734522333333,5.901399136666666,2000,2003,-1.1771177412698413,-0.9787348190476188,-1.2153717714285714,-1.1248166523809524,34.25,Europe & Central Asia,False,True,False,False,False,False
Viet Nam,VNM,10,2.8126692833892006,11.575,38.331294631,8.968110942,2002,2020,-0.465859842063492,-0.2666543857142857,-0.4790048523809523,-0.5177165571428571,36.27,East Asia & Pacific,True,False,False,False,False,False
West Bank and Gaza,PSE,7,-0.7227363698008981,7.804285714285714,38.52857153714286,8.046371528571429,2004,2016,-0.7490030793650794,-0.6076675142857143,-0.323839138095238,-0.725739238095238,34.525,"Middle East, North Africa, Afghanistan & Pakistan",False,False,False,True,False,False
"Yemen, Rep.",YEM,2,1.3386164507245066,15.615,72.37306595,3.660730955,2005,2014,-1.4074709849206348,-1.3339299047619049,-1.2480098666666666,-1.3804037809523808,35.7,"Middle East, North Africa, Afghanistan & Pakistan",False,False,False,True,False,False
Zambia,ZMB,4,-3.257339071697794,1.3025,20.8137126,7.14866972,2004,2015,-0.4182206912698412,-0.7497743285714286,-0.5044285428571429,-0.4351420999999999,51.760000000000005,Sub-Saharan Africa,False,False,False,False,False,False
