iso3,year,fpe_score,CHE_pc,OOP_pct,GGHE_pct,CHE_pct_GDP,UHC_index,Impoverishing_incidence,CHE_incidence_10
ARM,2012,0.3949127279509377,331.91378784,22.921717538033676,7.04075432,9.13455009,38.170758882822845,8.583,28.61
BLR,2012,1.0,364.09957886,0.0,8.85453033,5.24538946,41.759483475886704,6.957,23.19
BTN,2012,0.9525196765877402,84.0940094,0.0,6.45828485,3.25988412,36.88900975898743,4.053,13.51
COD,2012,1.0,13.20595551,0.0,3.87759209,3.2215035,26.896649534834104,2.574,8.58
GEO,2012,0.4406663669113124,349.90432739,30.756729023878464,5.50601006,7.95168972,39.50930155457801,14.241,47.47
GHA,2012,0.999999999799948,81.96895599,0.0,8.9727478,3.93023658,33.85448668902906,1.335,4.45
GIN,2012,0.9999999999999992,23.70012856,24.94163524099619,2.63003397,3.50398517,29.69804711955993,3.2880000000000003,10.96
HTI,2012,0.9149583028874894,75.08546448,49.97119499566634,2.78391457,5.56462336,33.1943575196567,4.967999999999999,16.56
IDN,2012,0.999999999993859,105.85425568,0.0,4.07335424,2.91427088,38.348290007909824,2.2409999999999997,7.47
IRQ,2012,0.999999999983826,174.48312378,12.670287588301974,2.3523643,2.69365859,41.387243705390915,2.2289999999999996,7.43
KAZ,2012,0.9999999999881654,365.04208374,0.0,9.44636345,3.03725982,44.63469534676992,3.1109999999999998,10.37
LVA,2012,0.569432546673203,745.51745605,0.0,8.40603542,5.62075043,45.17845858885066,12.78,42.6
MDA,2012,1.0,223.61895752,0.0,13.17397022,9.13962078,37.421595486334105,10.131,33.77
MDG,2012,0.9999999998555336,19.30151749,0.0,12.93699551,3.91105914,27.86945597873308,1.446,4.82
MEX,2012,1.0,582.48297119,0.0,10.65864182,5.42140484,44.04567290968789,1.9529999999999998,6.51
MNG,2012,0.8237716405781428,169.6519928,0.0,6.50338697,3.85800076,39.26994543836861,3.525,11.75
MUS,2012,1.0,387.1026001,0.0,8.31904316,4.21993399,43.355516031643575,4.6049999999999995,15.35
NGA,2012,0.999999999873321,87.89523315,0.0,3.66798377,3.35984254,36.658729060321406,9.279,30.93
PER,2012,1.0,309.31439209,0.0,12.24156475,4.72939587,41.421021669586366,5.409,18.03
PHL,2012,0.7391610566157698,109.2149353,0.0,6.20142746,4.17709208,36.62153505202498,5.325,17.75
POL,2012,1.0,815.1418457,0.0,10.07476521,6.22854042,45.08222297717013,12.647999999999998,42.16
ROU,2012,1.0,401.67105103,0.0,9.60762787,4.50939083,43.07398879121631,11.226,37.42
UGA,2012,0.9999995035177077,55.03918457,0.0,7.05044317,6.10853958,30.372148078608824,5.817,19.39
UKR,2012,1.0,270.76205444,0.0,7.64040852,7.11789227,38.790572166660425,5.592,18.64
AFG,2013,1.0,56.16043472,79.84241707938665,1.77506959,8.80596447,29.208814160552343,14.163,47.21
ARM,2013,0.4928152330115321,392.85253906,44.002441823206404,5.78087997,10.32345009,38.417101026209636,10.043999999999999,33.48
BLR,2013,0.5853963227668985,454.51959229,0.0,8.74394131,5.69563103,42.49497815046742,6.848999999999999,22.83
BOL,2013,0.5337872219192809,159.99380493,0.0,9.20546436,5.57465124,37.11107611317618,4.779,15.93
CHN,2013,0.5942552531532089,329.08572388,0.0,9.41684246,4.63882637,41.90392235732255,11.535,38.45
ECU,2013,0.5770262707200076,414.12683105,0.0,8.26161385,6.77866411,41.07970942136325,8.019,26.73
GEO,2013,0.4565042257358844,368.16253662,14.416306311216175,6.85161304,8.00574589,39.71542420351885,17.235,57.45
IDN,2013,0.9999999997088298,102.33824921,0.0,4.34042978,2.86934805,38.252451508258375,2.238,7.46
KAZ,2013,0.9999999998623512,358.91342163,0.0,9.324193,2.66286755,45.23690592391415,3.063,10.21
LVA,2013,0.5913962982227695,807.13000488,0.0,8.42068386,5.60404825,45.615109015046514,13.728,45.76
MDA,2013,0.42705303182321797,231.66229248,0.0,12.49917507,8.68300343,37.877745270811076,10.482,34.94
PAK,2013,0.999999999967278,28.20998955,0.0,3.24930596,2.4164784,32.64195476596201,4.476,14.92
POL,2013,0.544859358914594,878.08837891,0.0,10.49304199,6.44993687,45.29252500147038,11.772,39.24
ROU,2013,0.5503681960989997,495.23623657,0.0,11.520751,5.2240696,43.39780878978385,11.112,37.04
SRB,2013,0.46827131555861656,627.53308105,0.0,13.17477703,8.93188286,41.82496047447951,8.337,27.79
UKR,2013,0.999999343674051,275.94143677,0.0,6.94465542,6.94358015,39.02274143616593,5.634,18.78
BLR,2014,0.7006955883185412,448.27426147,0.0,8.68483829,5.38792181,42.71573701189453,6.651000000000001,22.17
BOL,2014,1.0,179.3274231,0.0,8.95201874,5.89613628,37.41577278861536,3.7529999999999997,12.51
CAN,2014,0.41250972140407904,5209.93164063,0.0,18.96989441,10.28115654,52.22470757239538,2.34,7.8
COM,2014,1.0,84.63935852,27.084910988385246,3.81965494,5.23849726,34.09366046450574,4.436999999999999,14.79
IDN,2014,0.9999999999993187,102.00482178,0.0,5.40550184,2.96433568,38.06423354730934,2.664,8.88
KAZ,2014,0.9999999946408601,369.68508911,0.0,10.03429031,2.97468448,44.81047440977933,4.061999999999999,13.54
KHM,2014,1.0,63.1011467,0.0,6.16770315,4.40784645,33.458243140192614,6.183,20.61
LBR,2014,0.9999999991291132,54.82420349,69.60811421248357,2.46118927,8.09817886,29.752985025940028,6.851999999999999,22.84
LVA,2014,0.7164864774465174,856.76654053,0.0,8.37547684,5.66363621,45.86354165135822,13.059,43.53
MDA,2014,1.0,230.76982117,0.0,12.75728226,8.73206043,37.828345702143594,10.143,33.81
MEX,2014,0.6850967215550873,609.82232666,0.0,10.34577084,5.35336781,44.35300731681064,1.785,5.95
MRT,2014,1.0,59.39431381,0.0,5.24069929,3.46724391,34.400709301549554,4.428,14.76
NIC,2014,1.0,156.22232056,0.0,16.91161156,7.97716141,35.10367902249606,12.183,40.61
PER,2014,0.6836885012444227,332.18841553,0.0,13.09590244,4.90967321,41.5387590814069,4.398,14.66
SLV,2014,1.0,315.23168945,0.0,16.9780407,8.5989418,38.3968586493353,1.077,3.59
TTO,2014,0.8046996723500924,1010.82769775,0.0,7.47479582,4.87381697,47.78917192761498,2.187,7.29
UKR,2014,1.0,208.94400024,0.0,7.71915102,7.19506168,37.438989833487014,6.194999999999999,20.65
YEM,2014,1.0,83.48936462,51.68836913130409,2.82031083,5.8377471,33.45310662533457,7.757999999999999,25.86
ZAF,2014,0.9999999976164179,539.30780029,0.0,14.9161272,7.87136555,41.68607297795598,0.726,2.42
BIH,2015,1.0,430.83413696,0.0,14.9841013,9.24086571,39.65967227761219,5.85,19.5
BLR,2015,0.9999980981663484,360.91937256,0.0,8.82638741,6.06528044,40.95595366823204,8.205,27.35
BOL,2015,1.0,196.25799561,0.0,9.67435074,6.55064964,37.33673646381515,3.1799999999999997,10.6
BWA,2015,0.48785681025479277,374.79058838,0.0,10.41588783,6.10287762,41.10708107083942,1.926,6.42
CAN,2015,0.29086536588090156,4658.83789063,0.0,19.06813622,10.76397896,51.40434592028065,2.19,7.3
CYP,2015,0.5807999526176447,1570.54638672,2.4185064694830487,6.62951279,6.79382181,48.06483652312227,7.329,24.43
EGY,2015,0.7612571044693894,170.25532532,0.07024157875423498,5.05797672,5.06153202,37.85545616450999,19.505999999999997,65.02
ETH,2015,0.9999999999324383,23.21817207,0.0,5.57211685,3.82316828,28.875899484365767,1.062,3.54
IDN,2015,0.9999999930204105,96.15701294,0.0,6.57872438,2.92428517,37.82557504983495,2.7119999999999997,9.04
KAZ,2015,0.9999999988706736,310.01428223,0.0,8.39476204,3.04051113,43.770621961887656,3.921,13.07
LVA,2015,0.5368176303106224,775.86431885,0.0,8.5845499,5.84916782,45.17555095312204,14.219999999999999,47.4
MDA,2015,1.0,186.43643188,0.0,12.21473503,8.50013351,36.885836745896285,11.072999999999999,36.91
MLT,2015,0.35523940990363145,2249.00463867,0.0,13.9868679,8.70199776,48.592926638792505,9.879,32.93
MMR,2015,0.7994587878893997,63.62335968,7.327742588406863,4.81628418,5.19711542,32.384247874145345,8.586,28.62
NAM,2015,0.9999999604950897,476.50784302,0.0,12.35063553,9.98106289,39.78420954251494,1.851,6.17
NGA,2015,1.0,92.91207123,0.0,5.33124638,3.58194995,36.563191481305765,9.321,31.07
PAK,2015,1.0,33.99359894,0.0,3.85042071,2.49493265,33.267418497967604,3.8489999999999998,12.83
PHL,2015,1.0,113.4342804,0.0,8.25687599,3.8982749,37.183477069321725,6.039,20.13
SRB,2015,0.9999893868817072,491.25177002,0.0,11.91801167,8.46289921,40.82515246694466,6.5489999999999995,21.83
TGO,2015,0.9534866702630617,46.92110825,35.360902351811674,4.03825331,6.24738503,30.072263510330004,11.714999999999998,39.05
TUN,2015,1.0,249.46418762,0.0,12.1791687,6.21339941,38.87445762719363,8.985,29.95
AFG,2016,1.0,61.37234497,81.88358018161449,2.14110541,11.81859016,28.164586680401964,9.915,33.05
BLR,2016,1.0,296.94720459,0.0,10.30651379,5.91054153,40.06869891665369,8.664,28.88
BRB,2016,1.0,1181.14257813,0.0,9.28489876,6.19479513,47.38742762199994,7.0889999999999995,23.63
CAN,2016,0.428749804094803,4647.14892578,0.0,18.96101761,11.05626965,51.24774643655155,2.49,8.3
COL,2016,0.5576894040619992,448.84588623,0.0,17.65917969,7.53117037,40.94959903028847,4.629,15.43
GHA,2016,0.9999999999842103,64.86400604,0.0,6.53767872,3.39035821,34.97915267574893,1.128,3.76
IDN,2016,0.9999999999923898,106.40021515,0.0,8.12968636,3.02147198,38.18555528245953,2.88,9.6
KGZ,2016,0.9978149162676422,71.52179718,0.0,6.41580772,6.41248226,32.090659490573415,4.359,14.53
LBR,2016,0.8983724532578942,67.68016052,60.577043077300516,3.89701653,9.88514519,29.811302204293025,4.971,16.57
LVA,2016,1.0,874.79772949,0.0,9.13275623,6.35184479,45.37541945982292,14.756999999999998,49.19
MEX,2016,1.0,489.92230225,0.0,10.41155815,5.38499022,43.171892823962466,1.464,4.88
MNG,2016,0.9999999999327732,168.41404724,0.0,6.46197653,4.58008575,38.33036702046219,7.430999999999999,24.77
POL,2016,0.6476994997357673,816.08618164,0.0,10.94734287,6.5470438,44.82579884381829,11.058,36.86
PSE,2016,0.5844357232754225,299.4125061,2.7163027163504694,8.7594099,9.0039854,38.194712663165426,11.334,37.78
ROU,2016,0.7087655085105911,476.24505615,0.0,11.41569424,5.08012772,43.346035987937995,11.123999999999999,37.08
RWA,2016,0.9999999999976749,43.54212189,0.0,6.23024607,5.968925,29.91962474106783,0.48899999999999993,1.63
SWZ,2016,1.0,226.41770935,0.0,8.21805286,6.82044792,37.74501411912945,2.232,7.44
UGA,2016,1.0,39.08125305,0.0,5.17819309,5.01553297,30.083741136460834,7.068,23.56
URY,2016,0.508461395426972,1469.38964844,0.0,20.24422646,8.63852501,46.45948062798432,1.878,6.26
VNM,2016,1.0,133.1960144,0.0,9.59658623,4.86994743,36.85808173706374,7.512,25.04
BLR,2017,1.0,331.94082642,0.0,10.1955843,5.75974846,40.793668840212845,8.757,29.19
BTN,2017,0.999999996083208,103.63583374,0.0,7.58420563,3.11215067,38.055402863303115,2.019,6.73
CAN,2017,0.9999999999098181,4894.7734375,0.0,18.80901527,10.9242115,51.58622081025979,2.4599999999999995,8.2
EGY,2017,0.9999999979813097,106.00288391,0.0,5.41994762,5.34661913,36.16096054244393,18.972,63.24
GAB,2017,1.0,192.47543335,0.0,9.7150774,2.78068876,41.73564272849136,1.572,5.24
GBR,2017,0.9999999979813993,3938.65234375,0.0,19.74937057,9.70468903,51.07131810907114,1.2389999999999999,4.13
IDN,2017,0.9999999999999996,110.32610321,0.0,8.2089262,2.90417194,38.58387667967551,3.129,10.43
IRQ,2017,0.9999999999999999,197.23654175,0.0,4.77492046,4.08944416,39.76787477515009,10.005,33.35
MUS,2017,1.0,594.86120605,0.0,10.20433331,5.59857273,44.16296986974679,7.8629999999999995,26.21
SOM,2017,1.0,13.51753426,0.0,4.72644377,2.44348097,28.051453811036303,0.0,0.0
ZWE,2017,0.9999999979814466,91.87199402,0.0,6.97941875,6.17448902,38.07091741860475,5.226,17.42
AGO,2018,0.999999999994558,83.87555695,0.0,5.36431932,2.29887486,37.09287121788975,12.576,41.92
BEN,2018,0.9999999999608425,39.54786301,0.0,4.02434921,3.4364984,32.31635258668714,10.145999999999999,33.82
BLR,2018,0.9999998849728018,349.99176025,0.0,10.30541611,5.52699471,41.29102434355868,9.279,30.93
BOL,2018,1.0,231.18806458,0.0,12.72148514,6.60399437,39.11972878848543,2.037,6.79
CIV,2018,1.0,65.87952423,0.0,5.11727667,3.0916779,35.54701146767831,5.595,18.65
CRI,2018,1.0,917.31018066,0.0,27.91470909,7.28587723,44.87874408269672,7.178999999999999,23.93
DOM,2018,0.6818374463891452,332.47702026,0.0,15.66787052,4.21765518,42.41882474055804,5.765999999999999,19.22
ETH,2018,0.999999999998815,23.5205574,0.0,4.76060486,3.30371761,29.992360541222872,2.3369999999999997,7.79
MEX,2018,0.9999999295721466,528.26306152,0.0,10.41115475,5.23821402,43.712941328577,1.611,5.37
MNG,2018,1.0,188.64115906,0.0,7.37636042,4.53449297,38.99435857673777,9.45,31.5
NGA,2018,0.999999999975104,63.60244751,0.0,3.8811214,3.09069347,35.36397193844263,9.231,30.77
PAK,2018,1.0,40.09578323,0.0,4.89949369,2.82844949,33.94072382748277,5.838,19.46
SLE,2018,1.0,44.82733536,32.08091238241285,3.59921885,5.29927444,30.696449490079512,6.180000000000001,20.6
TZA,2018,0.9999996802287787,41.27171326,0.0,9.41473198,4.32775831,31.69464703855681,1.782,5.94
VNM,2018,0.999999683685094,161.97871399,0.0,10.21770763,5.02678823,37.71921413872279,7.082999999999999,23.61
BLR,2019,1.0,400.11621094,0.0,11.04388905,5.86133814,41.67152740882365,8.723999999999998,29.08
BOL,2019,0.999999996415485,241.34619141,0.0,13.54663086,6.88792992,39.11510611654371,2.541,8.47
CAN,2019,1.0,5098.88720703,0.0,18.92759895,11.04823494,51.726741006401426,2.1,7.0
KHM,2019,0.99999999999806,112.5851059,0.0,6.99103546,5.05801058,35.77611354377299,8.427,28.09
PER,2019,1.0,367.98739624,0.0,15.34553719,5.12525272,41.82241523669872,4.041,13.47
